item_id,page,from_store_number,from_store_name,to_store_number,to_store_name,sku,description,style_color,vendor,vendor_sku,category_code,category_name,from_mtd_turns_raw,from_mtd_turns,to_mtd_turns_raw,to_mtd_turns,size_grid,quantity_breakdown_json,total_quantity,report_total_quantity
115,26,6,UNLIMITED Centro,30,Unlimited CityMall T,7145NV,ZapDpPtAm7LonaDKDA X,PLAN/AZUL,MDKD,7145_NAVY,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""060"", ""quantity"": 1}, {""row"": """", ""column"": ""065"", ""quantity"": 1}, {""row"": """", ""column"": ""070"", ""quantity"": 1}]",3,3
116,26,6,UNLIMITED Centro,30,Unlimited CityMall T,23H284BKNP,ZapPtVelcCueLARSH 1,PLAN/NEGR,MSEL,23H284_BLACK PIEL NP,504,Zap Casl Cuero Plant,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""100"", ""quantity"": 1}]",1,1
117,26,6,UNLIMITED Centro,30,Unlimited CityMall T,23H286BKNP,ZapPtAm5CueLARSH 1,PLAN/NEGR,MSEL,23H286_BLACK PIEL NP,504,Zap Casl Cuero Plant,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""060"", ""quantity"": 1}]",1,1
118,26,6,UNLIMITED Centro,30,Unlimited CityMall T,UH037NV,ZapDpPtAm5LonURBAN Z,PLAN/AZUL,PCAR,UH037_NAVY,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""070"", ""quantity"": 1}]",1,1
119,26,6,UNLIMITED Centro,30,Unlimited CityMall T,UH065NV,ZapDpPtAm7LonURBAN Z,PLAN/AZUL,PCAR,UH065_NAVY,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""070"", ""quantity"": 1}]",1,1
120,26,6,UNLIMITED Centro,30,Unlimited CityMall T,UH072BK,ZapDpPtAm6LonURBAN Z,PLAN/NEGR,PCAR,UH072_BLACK,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""065"", ""quantity"": 1}, {""row"": """", ""column"": ""070"", ""quantity"": 1}]",2,2
121,27,9,The Jeans Company Tg,6,UNLIMITED Centro,2750BKWH,ZapDpAm6LonSUPER W,PLAN/NEGR,MSAR,2750_BLACK WHITE,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,35 | 35.5 | 36 | 36.5 | 37 | 37.5 | 38 | 38.5 | 39 | 39.5 | 40 | 40.5 | 41 | 41.5 | 42,"[{""row"": """", ""column"": ""40"", ""quantity"": 1}]",1,1
122,28,12,UNLIMITED MEGAMALLSP,2,UNLIMITED C. 2000,PIONEER03YBK,ZapTcMetPuEDITI 2,TACO/ESCO,CWIT,PIONEER03Y_BLACK,550,Zap Formales Niño,"0,0",0.0,"0,0",0.0,025 | 030 | 035 | 040 | 045 | 050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110,"[{""row"": """", ""column"": ""040"", ""quantity"": 1}]",1,1
123,28,12,UNLIMITED MEGAMALLSP,2,UNLIMITED C. 2000,R3081BNPU,ZapTcAm4LisLOREN 8,TCON/CAFE,GYUS,R3081_BROWN PU,512,Zap Vest PU Plant H,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""060"", ""quantity"": 1}]",1,1
124,28,12,UNLIMITED MEGAMALLSP,2,UNLIMITED C. 2000,YSZ23LA19RBKLT,ZapTaMetCueCLAUD 5,TACO/NEGR,GYUS,YSZ23LA19R_BLACK LEA,501,Zap Vest Cuero Tacon,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""090"", ""quantity"": 1}]",1,1
125,28,12,UNLIMITED MEGAMALLSP,2,UNLIMITED C. 2000,YSZ23LA22RBKLT,ZapTaAm4CueCLAUD 5,TACO/NEGR,GYUS,YSZ23LA22R_BLACK LEA,501,Zap Vest Cuero Tacon,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""065"", ""quantity"": 1}]",1,1
126,28,12,UNLIMITED MEGAMALLSP,2,UNLIMITED C. 2000,YSZHD2313BKPU,ZapTaMetPuLOREN 5,TACO/NEGR,GYUS,YSZHD2313_BLACK PU,511,Zap Vest PU Tacon H,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""060"", ""quantity"": 1}]",1,1
127,28,12,UNLIMITED MEGAMALLSP,2,UNLIMITED C. 2000,YSZHD234BKPU,ZapTaAm4PuLOREN 5,TACO/NEGR,GYUS,YSZHD234_BLACK PU,511,Zap Vest PU Tacon H,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""075"", ""quantity"": 1}]",1,1
128,28,12,UNLIMITED MEGAMALLSP,2,UNLIMITED C. 2000,ZHCF10001BK,ZapPtMetLisLOREN 6,PLAN/NEGR,GYUS,ZHCF10001_BLACK,514,Zap Casl Pu Plant,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""060"", ""quantity"": 1}]",1,1
129,28,12,UNLIMITED MEGAMALLSP,2,UNLIMITED C. 2000,ZHCF2002BN,ZapPtAm4LisLOREN 6,PLAN/CAFE,GYUS,ZHCF2002_BROWN,514,Zap Casl Pu Plant,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""065"", ""quantity"": 1}]",1,1
130,28,12,UNLIMITED MEGAMALLSP,2,UNLIMITED C. 2000,224267BN,BotaTaAm4PuLOREN 1,PLAN/CAFE,HUPS,224267_BROWN,527,Bota Casual PU Homb,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""085"", ""quantity"": 1}]",1,1
131,28,12,UNLIMITED MEGAMALLSP,2,UNLIMITED C. 2000,DORMUNTWHTC,ZapDpPtAm6PuEAGLE 1,PLAN/BLAN,MBUC,DORMUNT_WHITE TRICOL,553,Zap Deportivo Niño,"0,0",0.0,"0,0",0.0,050 | 060 | 070 | 080 | 090 | 100 | 110 | 120 | 130 | 140 | M,"[{""row"": """", ""column"": ""050"", ""quantity"": 1}]",1,1
132,29,12,UNLIMITED MEGAMALLSP,2,UNLIMITED C. 2000,MT9BKAB,ZapDpPtAm6PuEAGLE 1,PLAN/NEGR,MBUC,MT9_BLACK AMBAR,553,Zap Deportivo Niño,"0,0",0.0,"0,0",0.0,050 | 060 | 070 | 080 | 090 | 100 | 110 | 120 | 130 | 140 | M,"[{""row"": """", ""column"": ""050"", ""quantity"": 1}, {""row"": """", ""column"": ""070"", ""quantity"": 1}]",2,2
133,29,12,UNLIMITED MEGAMALLSP,2,UNLIMITED C. 2000,THOMMBK,ZapDpPtAm6PuEAGLE 1,PLAN/NEGR,MBUC,THOMM_BLACK,553,Zap Deportivo Niño,"0,0",0.0,"0,0",0.0,050 | 060 | 070 | 080 | 090 | 100 | 110 | 120 | 130 | 140 | M,"[{""row"": """", ""column"": ""060"", ""quantity"": 1}]",1,1
134,29,12,UNLIMITED MEGAMALLSP,2,UNLIMITED C. 2000,THOMMBKWH,ZapDpPtAm6PuEAGLE 1,PLAN/NEGR,MBUC,THOMM_BLACK WHITE,553,Zap Deportivo Niño,"0,0",0.0,"0,0",0.0,050 | 060 | 070 | 080 | 090 | 100 | 110 | 120 | 130 | 140 | M,"[{""row"": """", ""column"": ""060"", ""quantity"": 1}]",1,1
135,29,12,UNLIMITED MEGAMALLSP,2,UNLIMITED C. 2000,THOMMWH,ZapDpPtAm6PuEAGLE 1,PLAN/BLAN,MBUC,THOMM_WHITE,553,Zap Deportivo Niño,"0,0",0.0,"0,0",0.0,050 | 060 | 070 | 080 | 090 | 100 | 110 | 120 | 130 | 140 | M,"[{""row"": """", ""column"": ""050"", ""quantity"": 1}]",1,1
136,29,12,UNLIMITED MEGAMALLSP,2,UNLIMITED C. 2000,58632NV,ZapPtMetCueMINIB W,PLAN/KIDS,MBUR,58632_NAVY,553,Zap Deportivo Niño,"0,0",0.0,"0,0",0.0,16 | 16.5 | 17 | 17.5 | 18 | 18.5 | 19 | 19.5 | 20 | 20.5 | 21 | 21.5 | 22 | 22.5 | 23 | 24,"[{""row"": """", ""column"": ""19.5"", ""quantity"": 1}]",1,1
137,29,12,UNLIMITED MEGAMALLSP,2,UNLIMITED C. 2000,58641BE,ZapPtBrocCueMINIB W,PLAN/KIDS,MBUR,58641_BEIGE,553,Zap Deportivo Niño,"0,0",0.0,"0,0",0.0,16 | 16.5 | 17 | 17.5 | 18 | 18.5 | 19 | 19.5 | 20 | 20.5 | 21 | 21.5 | 22 | 22.5 | 23 | 24,"[{""row"": """", ""column"": ""19.5"", ""quantity"": 1}, {""row"": """", ""column"": ""21"", ""quantity"": 1}]",2,2
138,29,12,UNLIMITED MEGAMALLSP,2,UNLIMITED C. 2000,042KDCF,ZapDpPtMetLonEAGLE W,PLAN/KIDS,MITE,042_KIDS COFFE,553,Zap Deportivo Niño,"0,0",0.0,"0,0",0.0,1 | 1.5 | 2 | 2.5 | 3 | 3.5 | 4.5 | 5 | 5.5 | 6 | 10 | 11 | 12 | 12.5 | 13 | 10.5 | 11.5 | 13.5,"[{""row"": """", ""column"": ""13"", ""quantity"": 1}]",1,1
139,29,12,UNLIMITED MEGAMALLSP,2,UNLIMITED C. 2000,042KDCML,ZapDpPtMetLonEAGLE W,PLAN/KIDS,MITE,042_KIDS CAMEL,553,Zap Deportivo Niño,"0,0",0.0,"0,0",0.0,1 | 1.5 | 2 | 2.5 | 3 | 3.5 | 4.5 | 5 | 5.5 | 6 | 10 | 11 | 12 | 12.5 | 13 | 10.5 | 11.5 | 13.5,"[{""row"": """", ""column"": ""12"", ""quantity"": 1}]",1,1
140,29,12,UNLIMITED MEGAMALLSP,2,UNLIMITED C. 2000,4509CF,ZapTcAm4PuLOREN X,TCON/CAFE,MKIN,4509_COFFEE,513,Zap Casl PU Tacon H,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""100"", ""quantity"": 1}]",1,1
141,29,12,UNLIMITED MEGAMALLSP,2,UNLIMITED C. 2000,6009KBK,BotiAm5CuerCLAUDI W,PLAN/NEGR,MKIN,6009K_BLACK,522,Bota Casual Cuero H,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""080"", ""quantity"": 1}]",1,1
142,30,12,UNLIMITED MEGAMALLSP,2,UNLIMITED C. 2000,9515KBL,ZapTcAm4CuerCLAUDI W,TCON/AZUL,MKIN,9515K_BLUE,503,Zap Casl Cuero Tacon,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""070"", ""quantity"": 1}]",1,1
143,31,12,UNLIMITED MEGAMALLSP,5,UNLIMITED FORHIM,WL533WHRD,ZapDepRedAm6KADI 5,PLAN/ROJO,FJIN,WL533_WHITE RED PU,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,34 | 35 | 36 | 37 | 38 | 39 | 40 | 41 | 42 | 43 | 44 | 45 | 46 | M | 32 | 33,"[{""row"": """", ""column"": ""41"", ""quantity"": 1}]",1,1
144,31,12,UNLIMITED MEGAMALLSP,5,UNLIMITED FORHIM,PD3244941BN,ZapPtAm5CosPuLOREN 1,PLAN/CAFE,GVIT,PD3244941_BROWN,514,Zap Casl Pu Plant,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""100"", ""quantity"": 1}]",1,1
145,31,12,UNLIMITED MEGAMALLSP,5,UNLIMITED FORHIM,YSZ100115CFPU,ZapTaAm4PuLOREN 5,TACO/CAFE,GYUS,YSZ100115_COFFEE PU,511,Zap Vest PU Tacon H,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""075"", ""quantity"": 1}]",1,1
146,31,12,UNLIMITED MEGAMALLSP,5,UNLIMITED FORHIM,YSZ23LA3RBKLT,ZapTaMetCueCLAUD 5,TACO/NEGR,GYUS,YSZ23LA3R_BLACK LEAT,501,Zap Vest Cuero Tacon,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""100"", ""quantity"": 1}]",1,1
147,31,12,UNLIMITED MEGAMALLSP,5,UNLIMITED FORHIM,YSZ80026CFPU,ZapTaAm4PuLOREN 5,TACO/CAFE,GYUS,YSZ80026_COFFEE PU,511,Zap Vest PU Tacon H,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""075"", ""quantity"": 1}]",1,1
148,31,12,UNLIMITED MEGAMALLSP,5,UNLIMITED FORHIM,YSZWD0715W9CML,ZapPtMetLisLOREN 6,PLAN/CAME,GYUS,YSZWD0715W9_CAMEL,512,Zap Vest PU Plant H,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""100"", ""quantity"": 1}]",1,1
149,32,12,UNLIMITED MEGAMALLSP,6,UNLIMITED Centro,STRIPESBKLGY,ZapDpPtAm5PuEAGLE 1,PLAN/NEGR,CWIT,STRIPES_BLACK LT GRY,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""080"", ""quantity"": 1}]",1,1
150,32,12,UNLIMITED MEGAMALLSP,6,UNLIMITED Centro,STRIPESWHNV,ZapDpPtAm5PuEAGLE 1,PLAN/BLAN,CWIT,STRIPES_WHITE NAVY,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""080"", ""quantity"": 1}]",1,1
151,32,12,UNLIMITED MEGAMALLSP,6,UNLIMITED Centro,YSZHD231BKPU,ZapTaAm4PuLOREN 5,TACO/NEGR,GYUS,YSZHD231_BLACK PU,511,Zap Vest PU Tacon H,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""090"", ""quantity"": 1}]",1,1
152,32,12,UNLIMITED MEGAMALLSP,6,UNLIMITED Centro,MT9MRNWHBK,ZapDpPtAm6PuEAGLE 1,PLAN/AZUL,MBUC,MT9_MARINO WHT BLK,553,Zap Deportivo Niño,"0,0",0.0,"0,0",0.0,050 | 060 | 070 | 080 | 090 | 100 | 110 | 120 | 130 | 140 | M,"[{""row"": """", ""column"": ""080"", ""quantity"": 1}]",1,1
153,32,12,UNLIMITED MEGAMALLSP,6,UNLIMITED Centro,ZURICHMRNWHGY,ZapDpPtAm5PuEAGLE 1,PLAN/AZUL,MBUC,ZURICH_MARINO WHT GY,553,Zap Deportivo Niño,"0,0",0.0,"0,0",0.0,050 | 060 | 070 | 080 | 090 | 100 | 110 | 120 | 130 | 140 | M,"[{""row"": """", ""column"": ""090"", ""quantity"": 1}]",1,1
154,32,12,UNLIMITED MEGAMALLSP,6,UNLIMITED Centro,2099KDBKRD,ZapDpPtAm7PuPONTI U,PLAN/KIDS,MDKD,2099 KIDS_BLACK RED,553,Zap Deportivo Niño,"0,0",0.0,"0,0",0.0,025 | 030 | 035 | 040 | 045 | 050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110,"[{""row"": """", ""column"": ""040"", ""quantity"": 2}, {""row"": """", ""column"": ""060"", ""quantity"": 1}]",3,3
155,32,12,UNLIMITED MEGAMALLSP,6,UNLIMITED Centro,298KDNR,ZapDpPtAm3LonURBAN U,PLAN/NORY,MG1S,298 KIDS_NORY,553,Zap Deportivo Niño,"0,0",0.0,"0,0",0.0,20 | 20.5 | 21 | 21.5 | 22 | 22.5 | 23 | 23.5 | 24 | 24.5 | 25,"[{""row"": """", ""column"": ""20"", ""quantity"": 1}]",1,1
156,32,12,UNLIMITED MEGAMALLSP,6,UNLIMITED Centro,663BLYL,SanfPtMetHuleCKLAS W,PLAN/KIDS,MILO,663_BLUE YELLOW,519,Sandalias PU H,"1,6",1.6,"0,0",0.0,5 | 5.5 | 6 | 6.5 | 7 | 7.5 | 8 | 8.5 | 9 | 9.5 | 10 | 10.5 | 11 | 11.5 | 12 | 12.5 | 13 | 1,"[{""row"": """", ""column"": ""13"", ""quantity"": 1}]",1,1
157,32,12,UNLIMITED MEGAMALLSP,6,UNLIMITED Centro,9886RD,ZapPtBrocHuleKIDOR U,PLAN/ROJO,MILO,9886_RED,519,Sandalias PU H,"0,0",0.0,"0,0",0.0,050 | 060 | 070 | 080 | 090 | 100 | 110 | 120 | 130 | 140 | M,"[{""row"": """", ""column"": ""110"", ""quantity"": 1}]",1,1
158,32,12,UNLIMITED MEGAMALLSP,6,UNLIMITED Centro,042KDCF,ZapDpPtMetLonEAGLE W,PLAN/KIDS,MITE,042_KIDS COFFE,553,Zap Deportivo Niño,"0,0",0.0,"0,0",0.0,1 | 1.5 | 2 | 2.5 | 3 | 3.5 | 4.5 | 5 | 5.5 | 6 | 10 | 11 | 12 | 12.5 | 13 | 10.5 | 11.5 | 13.5,"[{""row"": """", ""column"": ""1"", ""quantity"": 1}]",1,1
159,33,12,UNLIMITED MEGAMALLSP,6,UNLIMITED Centro,042KDCML,ZapDpPtMetLonEAGLE W,PLAN/KIDS,MITE,042_KIDS CAMEL,553,Zap Deportivo Niño,"0,0",0.0,"0,0",0.0,1 | 1.5 | 2 | 2.5 | 3 | 3.5 | 4.5 | 5 | 5.5 | 6 | 10 | 11 | 12 | 12.5 | 13 | 10.5 | 11.5 | 13.5,"[{""row"": """", ""column"": ""12"", ""quantity"": 1}]",1,1
160,33,12,UNLIMITED MEGAMALLSP,6,UNLIMITED Centro,042KDPR,ZapDpPtMetLonEAGLE W,PLAN/KIDS,MITE,042_KIDS PURPLE,553,Zap Deportivo Niño,"0,0",0.0,"2,0",2.0,1 | 1.5 | 2 | 2.5 | 3 | 3.5 | 4.5 | 5 | 5.5 | 6 | 10 | 11 | 12 | 12.5 | 13 | 10.5 | 11.5 | 13.5,"[{""row"": """", ""column"": ""13"", ""quantity"": 1}]",1,1
161,33,12,UNLIMITED MEGAMALLSP,6,UNLIMITED Centro,2750BKWH,ZapDpAm6LonSUPER W,PLAN/NEGR,MSAR,2750_BLACK WHITE,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,35 | 35.5 | 36 | 36.5 | 37 | 37.5 | 38 | 38.5 | 39 | 39.5 | 40 | 40.5 | 41 | 41.5 | 42,"[{""row"": """", ""column"": ""39"", ""quantity"": 1}]",1,1
162,33,12,UNLIMITED MEGAMALLSP,6,UNLIMITED Centro,2750GYWH,ZapDpAm6LonSUPER W,PLAN/GRIS,MSAR,2750_GREY WHITE,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,35 | 35.5 | 36 | 36.5 | 37 | 37.5 | 38 | 38.5 | 39 | 39.5 | 40 | 40.5 | 41 | 41.5 | 42,"[{""row"": """", ""column"": ""36"", ""quantity"": 2}, {""row"": """", ""column"": ""39"", ""quantity"": 1}]",3,3
163,33,12,UNLIMITED MEGAMALLSP,6,UNLIMITED Centro,88164RDWH,ZapDpAm6LonCOLLE W,PLAN/ROJO,MSAR,88164_MEN RED WHITE,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""055"", ""quantity"": 1}]",1,1
164,33,12,UNLIMITED MEGAMALLSP,6,UNLIMITED Centro,23H281BKNP,ZapPtAm3CueLARSH 1,PLAN/NEGR,MSEL,23H281_BLACK PIEL NA,504,Zap Casl Cuero Plant,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""105"", ""quantity"": 1}]",1,1
165,33,12,UNLIMITED MEGAMALLSP,6,UNLIMITED Centro,23H284BKNP,ZapPtVelcCueLARSH 1,PLAN/NEGR,MSEL,23H284_BLACK PIEL NP,504,Zap Casl Cuero Plant,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""060"", ""quantity"": 1}]",1,1
166,33,12,UNLIMITED MEGAMALLSP,6,UNLIMITED Centro,UH065BKRD,ZapDpPtAm7LonURBAN Z,PLAN/NEGR,PCAR,UH065_BLACK RED,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""075"", ""quantity"": 1}]",1,1
167,34,12,UNLIMITED MEGAMALLSP,7,UNLIMITED D. 2000,9880NV,ZapPtBrocHuleTOPMO U,PLAN/AZUL,MILO,9880_NAVY,519,Sandalias PU H,"0,0",0.0,"0,0",0.0,1 | 1.5 | 2 | 2.5 | 3 | 3.5 | 4.5 | 5 | 5.5 | 6 | 10 | 11 | 12 | 12.5 | 13 | 10.5 | 11.5 | 13.5,"[{""row"": """", ""column"": ""13"", ""quantity"": 1}]",1,1
168,35,12,UNLIMITED MEGAMALLSP,13,UNLIMITED MIRAFLORES,M119A906YBK,BotinTaAm4PuLOREN Z,TCON/NEGR,CWIT,M119A906Y_BLACK 1,526,Bota Vestir PU Homb,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""070"", ""quantity"": 1}]",1,1
169,35,12,UNLIMITED MEGAMALLSP,13,UNLIMITED MIRAFLORES,PD322491BN,ZapPtMetCosPuLOREN 1,PLAN/CAFE,GVIT,PD322491_BROWN,514,Zap Casl Pu Plant,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""085"", ""quantity"": 1}]",1,1
170,35,12,UNLIMITED MEGAMALLSP,13,UNLIMITED MIRAFLORES,1939BK,ZapDpPtAm5PuEAGLE 1,PLAN/NEGR,MBUC,1939_BLACK,553,Zap Deportivo Niño,"2,2",2.2,"0,0",0.0,050 | 060 | 070 | 080 | 090 | 100 | 110 | 120 | 130 | 140 | M,"[{""row"": """", ""column"": ""060"", ""quantity"": 1}]",1,1
171,35,12,UNLIMITED MEGAMALLSP,13,UNLIMITED MIRAFLORES,CARDIFFWHTC,ZapDpPtAm6PuEAGLE 1,PLAN/BLAN,MBUC,CARDIFF_WHITE TRICOL,553,Zap Deportivo Niño,"0,0",0.0,"0,0",0.0,050 | 060 | 070 | 080 | 090 | 100 | 110 | 120 | 130 | 140 | M,"[{""row"": """", ""column"": ""050"", ""quantity"": 1}, {""row"": """", ""column"": ""080"", ""quantity"": 1}]",2,2
172,35,12,UNLIMITED MEGAMALLSP,13,UNLIMITED MIRAFLORES,DORMUNTWHTC,ZapDpPtAm6PuEAGLE 1,PLAN/BLAN,MBUC,DORMUNT_WHITE TRICOL,553,Zap Deportivo Niño,"0,0",0.0,"0,0",0.0,050 | 060 | 070 | 080 | 090 | 100 | 110 | 120 | 130 | 140 | M,"[{""row"": """", ""column"": ""050"", ""quantity"": 1}]",1,1
173,36,12,UNLIMITED MEGAMALLSP,14,UNLIMITED METROMALL,995BN,ZapDpPtAm5PuEAGLE 1,PLAN/CAFE,CWIT,995_BROWN,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""080"", ""quantity"": 1}]",1,1
174,36,12,UNLIMITED MEGAMALLSP,14,UNLIMITED METROMALL,STRIPESBKLGY,ZapDpPtAm5PuEAGLE 1,PLAN/NEGR,CWIT,STRIPES_BLACK LT GRY,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""080"", ""quantity"": 1}]",1,1
