item_id,page,from_store_number,from_store_name,to_store_number,to_store_name,sku,description,style_color,vendor,vendor_sku,category_code,category_name,from_mtd_turns_raw,from_mtd_turns,to_mtd_turns_raw,to_mtd_turns,size_grid,quantity_breakdown_json,total_quantity,report_total_quantity
54,10,2,UNLIMITED C. 2000,28,UNLIMITED LASCASCADA,YSZT820RBK,ZapTaAm3CueCLAUD 8,TACO/NEGR,GYUS,YSZT820R_BLACK,501,Zap Vest Cuero Tacon,"0,0",0.0,"8,0",8.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""090"", ""quantity"": 1}]",1,1
55,10,2,UNLIMITED C. 2000,28,UNLIMITED LASCASCADA,244786ABK,ZapTbMetPuLOREN 1,PLAN/NEGR,HUPS,244786_BLACK,513,Zap Casl PU Tacon H,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""075"", ""quantity"": 1}]",1,1
56,11,2,UNLIMITED C. 2000,29,Unlimited GaleriasSP,M227B2202JNV,ZapDpPtAm7PuCAMP 2,PLAN/MARI,CWIT,M227B2202J_NAVY,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 060 | 070 | 080 | 090 | 100 | 110 | 120 | 130 | 140 | M,"[{""row"": """", ""column"": ""080"", ""quantity"": 1}]",1,1
57,12,2,UNLIMITED C. 2000,30,Unlimited CityMall T,992GY,ZapDpPtAm5LonEAGLE 1,PLAN/GRIS,CWIT,992_GRAY,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""085"", ""quantity"": 1}]",1,1
58,12,2,UNLIMITED C. 2000,30,Unlimited CityMall T,CLYDELACEBK,ZapPtAm5PuEAGLE 1,PLAN/NEGR,CWIT,CLYDELACE_BLACK,553,Zap Deportivo Niño,"0,0",0.0,"1,1",1.1,1 | 1.5 | 2 | 2.5 | 3 | 3.5 | 4.5 | 5 | 5.5 | 6 | 10 | 11 | 12 | 12.5 | 13 | 10.5 | 11.5 | 13.5,"[{""row"": """", ""column"": ""12"", ""quantity"": 1}]",1,1
59,12,2,UNLIMITED C. 2000,30,Unlimited CityMall T,YSZ23LA19RCFLT,ZapTaMetCueCLAUD 5,TACO/CAFE,GYUS,YSZ23LA19R_COFFEE LT,501,Zap Vest Cuero Tacon,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""075"", ""quantity"": 1}]",1,1
60,12,2,UNLIMITED C. 2000,30,Unlimited CityMall T,YSZ23LA22RBKLT,ZapTaAm4CueCLAUD 5,TACO/NEGR,GYUS,YSZ23LA22R_BLACK LEA,501,Zap Vest Cuero Tacon,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""100"", ""quantity"": 1}]",1,1
61,12,2,UNLIMITED C. 2000,30,Unlimited CityMall T,ZURICHWHRDBK,ZapDpPtAm5PuEAGLE 1,PLAN/BLAN,MBUC,ZURICH_WHITE RED BLK,553,Zap Deportivo Niño,"0,0",0.0,"0,0",0.0,050 | 060 | 070 | 080 | 090 | 100 | 110 | 120 | 130 | 140 | M,"[{""row"": """", ""column"": ""070"", ""quantity"": 1}]",1,1
62,13,5,UNLIMITED FORHIM,2,UNLIMITED C. 2000,MARKPLNLACUPBN,ZapTaAm4CueCLAUD 2,TCON/CAFE,IDLO,MARKPLNLACUP_BROWN,503,Zap Casl Cuero Tacon,"0,0",0.0,"0,0",0.0,36 | 37 | 38 | 39 | 40 | 40.5 | 41 | 42 | 42.5 | 43 | 44 | 44.5 | 45 | 41.5,"[{""row"": """", ""column"": ""42"", ""quantity"": 1}]",1,1
63,14,5,UNLIMITED FORHIM,12,UNLIMITED MEGAMALLSP,EVER714BN,ZapDpPmAm6PuEAGL 5,PMED/CAFE,CEVE,EVER714_BROWN,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 060 | 070 | 080 | 090 | 100 | 110 | 120 | 130 | 140 | M,"[{""row"": """", ""column"": ""070"", ""quantity"": 1}]",1,1
64,14,5,UNLIMITED FORHIM,12,UNLIMITED MEGAMALLSP,M101008YTN,BotinTaAm5PuLOREN Z,TCON/TAN,CWIT,M101008Y_TAN,527,Bota Casual PU Homb,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""080"", ""quantity"": 1}]",1,1
65,14,5,UNLIMITED FORHIM,12,UNLIMITED MEGAMALLSP,BY327999BKNB,ZapPtAm4LisCAMPL 8,PLAN/NEGR,GVIT,BY327999_BLACK NUB,504,Zap Casl Cuero Plant,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""075"", ""quantity"": 1}]",1,1
66,14,5,UNLIMITED FORHIM,12,UNLIMITED MEGAMALLSP,GRANTLACEUPBK,ZapTcAm4CueCLAUD 2,TCON/NEGR,IDLO,GRANTLACEUP_BLACK,503,Zap Casl Cuero Tacon,"0,0",0.0,"0,0",0.0,36 | 37 | 38 | 39 | 40 | 40.5 | 41 | 42 | 42.5 | 43 | 44 | 44.5 | 45 | 41.5,"[{""row"": """", ""column"": ""41.5"", ""quantity"": 1}]",1,1
67,14,5,UNLIMITED FORHIM,12,UNLIMITED MEGAMALLSP,HELTONGRTBK,BotaMetCueWESTF 5,TCON/NEGR,IDLO,HELTONGRTBK,504,Zap Casl Cuero Plant,"0,0",0.0,"0,0",0.0,36 | 37 | 38 | 39 | 40 | 40.5 | 41 | 42 | 42.5 | 43 | 44 | 44.5 | 45 | 41.5,"[{""row"": """", ""column"": ""42"", ""quantity"": 1}]",1,1
68,15,5,UNLIMITED FORHIM,13,UNLIMITED MIRAFLORES,BY327999CFNB,ZapPtAm4LisCAMPL 8,PLAN/CAFE,GVIT,BY327999_COFFEE NUB,504,Zap Casl Cuero Plant,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""060"", ""quantity"": 1}]",1,1
69,15,5,UNLIMITED FORHIM,13,UNLIMITED MIRAFLORES,PIPERLACEUPBN,ZapPtAM5CueCLAUD 2,PLAN/CAFE,IDLO,PIPERLACEUP_BROWN,504,Zap Casl Cuero Plant,"0,0",0.0,"0,0",0.0,36 | 37 | 38 | 39 | 40 | 40.5 | 41 | 42 | 42.5 | 43 | 44 | 44.5 | 45 | 41.5,"[{""row"": """", ""column"": ""40"", ""quantity"": 1}]",1,1
70,15,5,UNLIMITED FORHIM,13,UNLIMITED MIRAFLORES,SIMONLACEUPBN,ZapPtAM5CueCLAUD 2,PLAN/CAFE,IDLO,SIMONLACEUP_BROWN,504,Zap Casl Cuero Plant,"0,0",0.0,"0,0",0.0,36 | 37 | 38 | 39 | 40 | 40.5 | 41 | 42 | 42.5 | 43 | 44 | 44.5 | 45 | 41.5,"[{""row"": """", ""column"": ""39"", ""quantity"": 1}]",1,1
71,15,5,UNLIMITED FORHIM,13,UNLIMITED MIRAFLORES,SIMONSLIPONBN,ZapPtMetCueCLAUD 2,PLAN/CAFE,IDLO,SIMONSLIPON_BROWN,504,Zap Casl Cuero Plant,"0,0",0.0,"0,0",0.0,36 | 37 | 38 | 39 | 40 | 40.5 | 41 | 42 | 42.5 | 43 | 44 | 44.5 | 45 | 41.5,"[{""row"": """", ""column"": ""41.5"", ""quantity"": 1}]",1,1
72,16,5,UNLIMITED FORHIM,14,UNLIMITED METROMALL,GRANTSLIPONBN,ZapTcMetCueCLAUD 2,TCON/CAFE,IDLO,GRANTSLIPON_BROWN,503,Zap Casl Cuero Tacon,"0,0",0.0,"0,0",0.0,36 | 37 | 38 | 39 | 40 | 40.5 | 41 | 42 | 42.5 | 43 | 44 | 44.5 | 45 | 41.5,"[{""row"": """", ""column"": ""42"", ""quantity"": 1}]",1,1
73,16,5,UNLIMITED FORHIM,14,UNLIMITED METROMALL,SIMONLACEUPBLK,ZapPtAm5CueWESTF 5,PLAN/NEGR,IDLO,SIMONLACEUP_BLACK,504,Zap Casl Cuero Plant,"1,8",1.8,"0,0",0.0,36 | 37 | 38 | 39 | 40 | 40.5 | 41 | 42 | 42.5 | 43 | 44 | 44.5 | 45 | 41.5,"[{""row"": """", ""column"": ""41"", ""quantity"": 1}]",1,1
74,16,5,UNLIMITED FORHIM,14,UNLIMITED METROMALL,SONICSLIPONBN,ZapTcMetCueCLAUD 2,TCON/CAFE,IDLO,SONICSLIPON_BROWN,503,Zap Casl Cuero Tacon,"0,0",0.0,"0,0",0.0,36 | 37 | 38 | 39 | 40 | 40.5 | 41 | 42 | 42.5 | 43 | 44 | 44.5 | 45 | 41.5,"[{""row"": """", ""column"": ""41.5"", ""quantity"": 1}]",1,1
75,17,5,UNLIMITED FORHIM,28,UNLIMITED LASCASCADA,DUCHZIPBOOT02BK,BotaTcMetCueWESTF 5,TCON/NEGR,IDLO,DUCHZIPBOOT02_BLACK,522,Bota Casual Cuero H,"0,0",0.0,"0,0",0.0,36 | 37 | 38 | 39 | 40 | 40.5 | 41 | 42 | 42.5 | 43 | 44 | 44.5 | 45 | 41.5,"[{""row"": """", ""column"": ""41.5"", ""quantity"": 1}]",1,1
76,17,5,UNLIMITED FORHIM,28,UNLIMITED LASCASCADA,LIVIATOECAPBN,ZapTaAm5CueCLAUD 2,TCON/CAFE,IDLO,ADLS3WMATINO_BROWN,503,Zap Casl Cuero Tacon,"0,0",0.0,"3,4",3.4,36 | 37 | 38 | 39 | 40 | 40.5 | 41 | 42 | 42.5 | 43 | 44 | 44.5 | 45 | 41.5,"[{""row"": """", ""column"": ""43"", ""quantity"": 1}]",1,1
77,18,5,UNLIMITED FORHIM,30,Unlimited CityMall T,DUCHPLATEDBN,ZapTcAm4CueWESTF 5,TCON/CAFE,IDLO,DUCHPLATE_DARK BROWN,503,Zap Casl Cuero Tacon,"0,0",0.0,"0,0",0.0,36 | 37 | 38 | 39 | 40 | 40.5 | 41 | 42 | 42.5 | 43 | 44 | 44.5 | 45 | 41.5,"[{""row"": """", ""column"": ""42.5"", ""quantity"": 1}]",1,1
78,19,6,UNLIMITED Centro,2,UNLIMITED C. 2000,995BN,ZapDpPtAm5PuEAGLE 1,PLAN/CAFE,CWIT,995_BROWN,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""090"", ""quantity"": 1}]",1,1
79,19,6,UNLIMITED Centro,2,UNLIMITED C. 2000,KYLELACEBK,ZapPtAm5PuEAGLE 1,PLAN/NEGR,CWIT,KYLELACE_BLACK,553,Zap Deportivo Niño,"0,0",0.0,"0,0",0.0,1 | 1.5 | 2 | 2.5 | 3 | 3.5 | 4.5 | 5 | 5.5 | 6 | 10 | 11 | 12 | 12.5 | 13 | 10.5 | 11.5 | 13.5,"[{""row"": """", ""column"": ""1"", ""quantity"": 1}]",1,1
80,19,6,UNLIMITED Centro,2,UNLIMITED C. 2000,STRIPESWHCP,ZapDpPtAm5PuEAGLE 1,PLAN/BLAN,CWIT,STRIPES_WHITE COPPER,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""085"", ""quantity"": 1}]",1,1
81,19,6,UNLIMITED Centro,2,UNLIMITED C. 2000,ZHCF2003BN,ZapPtMetLisLOREN 6,PLAN/CAFE,GYUS,ZHCF2003_BROWN,514,Zap Casl Pu Plant,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""080"", ""quantity"": 1}]",1,1
82,19,6,UNLIMITED Centro,2,UNLIMITED C. 2000,224235LBN,BotaTaMetPuLOREN 1,PLAN/CAFE,HUPS,224235_LIGHT BROWN,527,Bota Casual PU Homb,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""080"", ""quantity"": 1}, {""row"": """", ""column"": ""090"", ""quantity"": 1}]",2,2
83,19,6,UNLIMITED Centro,2,UNLIMITED C. 2000,325571DCF,ZapPtMetPuLOREN 1,PLAN/COFF,HUPS,325571_DARK COFFEE,514,Zap Casl Pu Plant,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""080"", ""quantity"": 1}]",1,1
84,19,6,UNLIMITED Centro,2,UNLIMITED C. 2000,042AQ,ZapDpPtMetLonEAGLE W,PLAN/AQUA,MITE,042_AQUA MEZCLILLA,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""100"", ""quantity"": 1}]",1,1
85,19,6,UNLIMITED Centro,2,UNLIMITED C. 2000,UH104BK,ZapDpPtAm6LonURBAN Z,PLAN/NEGR,PCAR,UH104_BLACK,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""080"", ""quantity"": 1}]",1,1
86,20,6,UNLIMITED Centro,5,UNLIMITED FORHIM,M101008YBK,BotinTaAm5PuLOREN Z,TCON/NEGR,CWIT,M101008Y_BLACK 1,527,Bota Casual PU Homb,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""080"", ""quantity"": 1}]",1,1
87,20,6,UNLIMITED Centro,5,UNLIMITED FORHIM,M119A906YBK,BotinTaAm4PuLOREN Z,TCON/NEGR,CWIT,M119A906Y_BLACK 1,526,Bota Vestir PU Homb,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""070"", ""quantity"": 1}]",1,1
88,20,6,UNLIMITED Centro,5,UNLIMITED FORHIM,XW28330BK,ZapTaAm4CosLOREN 3,TACO/NEGR,GNEW,XW28330_BLACK,513,Zap Casl PU Tacon H,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""080"", ""quantity"": 1}]",1,1
89,21,6,UNLIMITED Centro,12,UNLIMITED MEGAMALLSP,9610734NBK,ZapTaAm4PuKING 1,TCON/NEGR,CWIT,9610734_BLACK,513,Zap Casl PU Tacon H,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""070"", ""quantity"": 1}]",1,1
90,21,6,UNLIMITED Centro,12,UNLIMITED MEGAMALLSP,XW28146BN,BotaTaAm5PuLOREN 3,TACO/CAFE,GNEW,XW28146_BROWN,527,Bota Casual PU Homb,"2,2",2.2,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""100"", ""quantity"": 1}]",1,1
91,21,6,UNLIMITED Centro,12,UNLIMITED MEGAMALLSP,325571BK,ZapPtMetPuLOREN 1,PLAN/NEGR,HUPS,325571_BLACK,514,Zap Casl Pu Plant,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""085"", ""quantity"": 1}]",1,1
92,21,6,UNLIMITED Centro,12,UNLIMITED MEGAMALLSP,080KDBLWH,ZapDpPtAm4PuDKDA U,PLAN/KIDS,MDKD,080 KIDS_BLUE WHITE,553,Zap Deportivo Niño,"0,0",0.0,"0,0",0.0,025 | 030 | 035 | 040 | 045 | 050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110,"[{""row"": """", ""column"": ""065"", ""quantity"": 1}]",1,1
93,21,6,UNLIMITED Centro,12,UNLIMITED MEGAMALLSP,7030KDNVRD,ZapDpPtAm6PuDKDA U,PLAN/KIDS,MDKD,7030 KIDS_NAVY RED,553,Zap Deportivo Niño,"0,0",0.0,"0,0",0.0,025 | 030 | 035 | 040 | 045 | 050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110,"[{""row"": """", ""column"": ""050"", ""quantity"": 1}, {""row"": """", ""column"": ""060"", ""quantity"": 1}]",2,2
94,21,6,UNLIMITED Centro,12,UNLIMITED MEGAMALLSP,10080KMRN,BotiAm4CuerCLAUDI W,TCON/AZUL,MKIN,10080_MARINO,522,Bota Casual Cuero H,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""105"", ""quantity"": 1}]",1,1
95,21,6,UNLIMITED Centro,12,UNLIMITED MEGAMALLSP,5222KML,BotiAm7CuerCLAUDI W,PLAN/MIEL,MKIN,5222_MIEL,522,Bota Casual Cuero H,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""105"", ""quantity"": 1}]",1,1
96,21,6,UNLIMITED Centro,12,UNLIMITED MEGAMALLSP,6012KMRN,BotiAm6CuerCLAUD W,PLAN/AZUL,MKIN,6012_MARINO,522,Bota Casual Cuero H,"0,0",0.0,"1,6",1.6,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""090"", ""quantity"": 1}]",1,1
97,21,6,UNLIMITED Centro,12,UNLIMITED MEGAMALLSP,23H285BKNP,ZapPtAm5CueLARSH 1,PLAN/NEGR,MSEL,23H285_BLACK PIEL NP,504,Zap Casl Cuero Plant,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""060"", ""quantity"": 1}]",1,1
98,21,6,UNLIMITED Centro,12,UNLIMITED MEGAMALLSP,784064BBNJV,ZapPtBroCueKARST W,PLAN/CAFE,MVAL,784064B_BROWN JOVEN,553,Zap Deportivo Niño,"0,0",0.0,"0,0",0.0,38 | 39 | 40 | 19,"[{""row"": """", ""column"": ""40"", ""quantity"": 1}]",1,1
99,22,6,UNLIMITED Centro,12,UNLIMITED MEGAMALLSP,997011DRDJV,ZapDpPtMetLonCHABE W,PLAN/ROJO,MVAL,997011D_RED JOVEN,553,Zap Deportivo Niño,"0,0",0.0,"0,0",0.0,20 | 21 | 22 | 23 | 24 | 25 | 26 | 27 | 28 | 29 | 30 | 31 | 32 | 33 | 34 | 35 | 36 | 37,"[{""row"": """", ""column"": ""31"", ""quantity"": 1}]",1,1
100,22,6,UNLIMITED Centro,12,UNLIMITED MEGAMALLSP,UH058BLKWH,ZapDpPtAm6LonURBAN Z,PLAN/NEGR,PCAR,UH058_BLACK WHITE,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""070"", ""quantity"": 1}]",1,1
101,22,6,UNLIMITED Centro,12,UNLIMITED MEGAMALLSP,UH072BK,ZapDpPtAm6LonURBAN Z,PLAN/NEGR,PCAR,UH072_BLACK,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""070"", ""quantity"": 1}]",1,1
102,22,6,UNLIMITED Centro,12,UNLIMITED MEGAMALLSP,UH104BK,ZapDpPtAm6LonURBAN Z,PLAN/NEGR,PCAR,UH104_BLACK,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""080"", ""quantity"": 1}]",1,1
103,23,6,UNLIMITED Centro,13,UNLIMITED MIRAFLORES,070NV,ZapDpPtAm6LonaDKDA X,PLAN/AZUL,MDKD,070_NAVY,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""060"", ""quantity"": 1}]",1,1
104,23,6,UNLIMITED Centro,13,UNLIMITED MIRAFLORES,080KDBLWH,ZapDpPtAm4PuDKDA U,PLAN/KIDS,MDKD,080 KIDS_BLUE WHITE,553,Zap Deportivo Niño,"0,0",0.0,"0,0",0.0,025 | 030 | 035 | 040 | 045 | 050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110,"[{""row"": """", ""column"": ""065"", ""quantity"": 1}]",1,1
105,23,6,UNLIMITED Centro,13,UNLIMITED MIRAFLORES,7145NV,ZapDpPtAm7LonaDKDA X,PLAN/AZUL,MDKD,7145_NAVY,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""060"", ""quantity"": 1}, {""row"": """", ""column"": ""065"", ""quantity"": 1}, {""row"": """", ""column"": ""070"", ""quantity"": 1}, {""row"": """", ""column"": ""075"", ""quantity"": 1}]",4,4
106,23,6,UNLIMITED Centro,13,UNLIMITED MIRAFLORES,2020KTN,BotiAm6CuerCLAUDI W,TCON/TAN,MKIN,2020_TAN,522,Bota Casual Cuero H,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""095"", ""quantity"": 1}]",1,1
107,23,6,UNLIMITED Centro,13,UNLIMITED MIRAFLORES,5223KARN,BotiAm4CuerCLAUDI W,PLAN/AREN,MKIN,5223_ARENILLA,522,Bota Casual Cuero H,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""080"", ""quantity"": 1}]",1,1
108,23,6,UNLIMITED Centro,13,UNLIMITED MIRAFLORES,6012KMRN,BotiAm6CuerCLAUD W,PLAN/AZUL,MKIN,6012_MARINO,522,Bota Casual Cuero H,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""070"", ""quantity"": 1}]",1,1
109,23,6,UNLIMITED Centro,13,UNLIMITED MIRAFLORES,2750WHT,ZapDpAm6LonSUPER W,PLAN/BLAN,MSAR,2750_WHITE,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,35 | 35.5 | 36 | 36.5 | 37 | 37.5 | 38 | 38.5 | 39 | 39.5 | 40 | 40.5 | 41 | 41.5 | 42,"[{""row"": """", ""column"": ""35"", ""quantity"": 1}, {""row"": """", ""column"": ""36"", ""quantity"": 1}]",2,2
110,23,6,UNLIMITED Centro,13,UNLIMITED MIRAFLORES,UH065NV,ZapDpPtAm7LonURBAN Z,PLAN/AZUL,PCAR,UH065_NAVY,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""070"", ""quantity"": 1}]",1,1
111,23,6,UNLIMITED Centro,13,UNLIMITED MIRAFLORES,UH072NV,ZapDpPtAm6LonURBAN Z,PLAN/AZUL,PCAR,UH072_NAVY,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""065"", ""quantity"": 1}]",1,1
112,23,6,UNLIMITED Centro,13,UNLIMITED MIRAFLORES,UH104BK,ZapDpPtAm6LonURBAN Z,PLAN/NEGR,PCAR,UH104_BLACK,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""080"", ""quantity"": 1}]",1,1
113,24,6,UNLIMITED Centro,14,UNLIMITED METROMALL,7030KDNVRD,ZapDpPtAm6PuDKDA U,PLAN/KIDS,MDKD,7030 KIDS_NAVY RED,553,Zap Deportivo Niño,"0,0",0.0,"0,0",0.0,025 | 030 | 035 | 040 | 045 | 050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110,"[{""row"": """", ""column"": ""070"", ""quantity"": 1}]",1,1
114,25,6,UNLIMITED Centro,28,UNLIMITED LASCASCADA,HIGHTOPWHRD,ZapDpPtAm9PuEAGLE 1,PLAN/BLAN,CWIT,HIGHTOP_WHITE RED,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""085"", ""quantity"": 1}]",1,1
