skuCode,categoryNumber,season,suffix,colorRawCode,materialRawCode,reason
BLAZZ-RSGL,596,1,RSGL,RS,GL,UNKNOWN_COLOR
BLINGLOOPED-BKP,557,3,-BKP,,,NONSTANDARD_SUFFIX
BLINGLOOPED-BLT,557,3,-BLT,,,NONSTANDARD_SUFFIX
BLINGSLOPED-BES,557,3,-BES,,,NONSTANDARD_SUFFIX
BLINGSLOPED-BKS,557,3,-BKS,,,NONSTANDARD_SUFFIX
BLINGSLOPED-BSS,557,3,-BSS,,,NONSTANDARD_SUFFIX
BLOOMY-BSPT,557,3,BSPT,BS,PT,UNKNOWN_COLOR
BO226CPGT,566,A,CPGT,CP,GT,UNKNOWN_COLOR
BOWBOW-BSGL,597,1,BSGL,BS,GL,UNKNOWN_COLOR
BQC7586CPPU,568,6,CPPU,CP,PU,UNKNOWN_COLOR
BROOKLYN1BE,576,1,N1BE,N1,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
BROOKLYN1BK,576,2,N1BK,N1,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
BROOKLYN-1-LVPL,576,2,LVPL,LV,PL,UNKNOWN_COLOR
BSHX8950CMLPU,558,6,MLPU,ML,PU,UNKNOWN_COLOR
BSHX8950OLPU,558,6,OLPU,OL,PU,UNKNOWN_COLOR
BSMIABK,556,6,IABK,IA,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
BSMIANV,556,6,IANV,IA,NV,UNKNOWN_COLOR;UNKNOWN_MATERIAL
BSMIAWH,556,6,IAWH,IA,WH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
BURTON-7-CPGL,573,2,CPGL,CP,GL,UNKNOWN_COLOR
BYANKAGD,585,2,KAGD,KA,GD,UNKNOWN_COLOR;UNKNOWN_MATERIAL
C20BK,567,5,20BK,20,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
C22CPGT,567,A,CPGT,CP,GT,UNKNOWN_COLOR
C35BK,567,5,35BK,35,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
CAKE-SLIPSNBPU,567,6,NBPU,NB,PU,UNKNOWN_COLOR
CAKE-SLPPU,567,6,LPPU,LP,PU,UNKNOWN_COLOR
CARINBK,556,2,INBK,IN,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
CARINRSGD,556,2,RSGD,RS,GD,UNKNOWN_COLOR;UNKNOWN_MATERIAL
CARINSL,556,2,INSL,IN,SL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
CARMIBK,556,2,MIBK,MI,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
CARMISL,556,2,MISL,MI,SL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
CARRYBK,556,2,RYBK,RY,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
CARRYSL,556,2,RYSL,RY,SL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
CB-009-CFPU,585,C,CFPU,CF,PU,UNKNOWN_COLOR
CB-01-CHGL,588,2,CHGL,CH,GL,UNKNOWN_COLOR
CB-01-PWGL,588,3,PWGL,PW,GL,UNKNOWN_COLOR
CB230220-2TSPU,580,5,TSPU,TS,PU,UNKNOWN_COLOR
CB230414-2-BKMI,585,3,BKMI,BK,MI,UNKNOWN_MATERIAL
CB230414-2-RGMI,585,3,RGMI,RG,MI,UNKNOWN_MATERIAL
CB230414-2-SLMI,585,3,SLMI,SL,MI,UNKNOWN_MATERIAL
CB230427-5-BKMI,585,8,BKMI,BK,MI,UNKNOWN_MATERIAL
CB230427-5-GDMI,585,8,GDMI,GD,MI,UNKNOWN_MATERIAL
CB230427-5-RSMI,585,8,RSMI,RS,MI,UNKNOWN_COLOR;UNKNOWN_MATERIAL
CB230427-5-SLMI,585,3,SLMI,SL,MI,UNKNOWN_MATERIAL
CB241031-1BKCC,585,B,BKCC,BK,CC,UNKNOWN_MATERIAL
CB241031-1BNCC,585,B,BNCC,BN,CC,UNKNOWN_MATERIAL
CB241031-1WHCC,585,B,WHCC,WH,CC,UNKNOWN_MATERIAL
CB-660-TANU,588,3,TANU,TA,NU,UNKNOWN_COLOR
CB-9004-CFPU,585,C,CFPU,CF,PU,UNKNOWN_COLOR
CD230721-3RSGL,585,5,RSGL,RS,GL,UNKNOWN_COLOR
CD230725-2RSGL,585,8,RSGL,RS,GL,UNKNOWN_COLOR
CHANBK,585,2,ANBK,AN,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
CHANWH,585,2,ANWH,AN,WH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
CHESTERS-BETN,586,5,BETN,BE,TN,UNKNOWN_MATERIAL
CHIEF60BOPU,558,1,BOPU,BO,PU,UNKNOWN_COLOR
CHUKAR-SNUTSD,592,6,UTSD,UT,SD,UNKNOWN_COLOR
CIC318CPPT,559,8,CPPT,CP,PT,UNKNOWN_COLOR
CIC319APPT,559,8,APPT,AP,PT,UNKNOWN_COLOR
CIC341APPU,567,A,APPU,AP,PU,UNKNOWN_COLOR
CIC363APPU,568,8,APPU,AP,PU,UNKNOWN_COLOR
CINDY663BK,567,6,63BK,63,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
CINDY663FU,567,6,63FU,63,FU,UNKNOWN_COLOR;UNKNOWN_MATERIAL
CINDY663WH,567,6,63WH,63,WH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
CIRCLY-SKPU,580,1,SKPU,SK,PU,UNKNOWN_COLOR
CL03-C-BKCC,566,A,BKCC,BK,CC,UNKNOWN_MATERIAL
CL03-C-MACC,566,A,MACC,MA,CC,UNKNOWN_COLOR;UNKNOWN_MATERIAL
CL116-DBPT,558,4,DBPT,DB,PT,UNKNOWN_COLOR
CL184-BKCC,576,4,BKCC,BK,CC,UNKNOWN_MATERIAL
CL184-TNCC,576,4,TNCC,TN,CC,UNKNOWN_MATERIAL
CL195-C-MAPT,568,A,MAPT,MA,PT,UNKNOWN_COLOR
CL47-BOPT,576,4,BOPT,BO,PT,UNKNOWN_COLOR
CLANE-CGPU,596,1,CGPU,CG,PU,UNKNOWN_COLOR
CLEEN-BSHL,597,1,BSHL,BS,HL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
CLEEN-CEHL,597,1,CEHL,CE,HL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
CLEEN-OBHL,597,1,OBHL,OB,HL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
CLOVER-BKHL,564,3,BKHL,BK,HL,UNKNOWN_MATERIAL
CLOVER-FUHL,564,3,FUHL,FU,HL,UNKNOWN_MATERIAL
CLOVER-TNHL,564,3,TNHL,TN,HL,UNKNOWN_MATERIAL
CORFU304GY,568,7,04GY,04,GY,UNKNOWN_COLOR;UNKNOWN_MATERIAL
CORIEL-MTTE,596,1,MTTE,MT,TE,UNKNOWN_COLOR
CRISTALBBK,597,6,LBBK,LB,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
CRISTALPKBK,597,6,PKBK,PK,BK,UNKNOWN_MATERIAL
CRUMBY02BK,556,1,02BK,02,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
CRUZ-1KDMPU,597,5,DMPU,DM,PU,UNKNOWN_COLOR
CT230412-6RSGL,586,5,RSGL,RS,GL,UNKNOWN_COLOR
CTL24012314JNTL,586,7,JNTL,JN,TL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
CUSHION-07-RSTE,556,1,RSTE,RS,TE,UNKNOWN_COLOR
CX230717-1GDME5,585,5,DME5,DM,E5,UNKNOWN_COLOR;UNKNOWN_MATERIAL
CX230717-1JNDN,588,6,JNDN,JN,DN,UNKNOWN_COLOR
CX230717-1JNDN5,585,5,NDN5,ND,N5,UNKNOWN_MATERIAL
CX250137-29CPGL,585,C,CPGL,CP,GL,UNKNOWN_COLOR
CXC-001-TAPU,585,2,TAPU,TA,PU,UNKNOWN_COLOR
CZRILLBL,589,2,LLBL,LL,BL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
CZRILLGN,589,2,LLGN,LL,GN,UNKNOWN_COLOR;UNKNOWN_MATERIAL
D103ABE,593,1,3ABE,3A,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
D103ABK,593,5,3ABK,3A,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
D103ACML,593,1,ACML,AC,ML,UNKNOWN_COLOR;UNKNOWN_MATERIAL
D117BE,593,1,17BE,17,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
D117BK,593,1,17BK,17,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
D117CML,593,1,7CML,7C,ML,UNKNOWN_COLOR;UNKNOWN_MATERIAL
D19BLK,556,1,9BLK,9B,LK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
D19BSH,556,1,9BSH,9B,SH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
D2787BE,591,5,87BE,87,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
D2787BK,591,5,87BK,87,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
D2787BN,591,5,87BN,87,BN,UNKNOWN_COLOR;UNKNOWN_MATERIAL
D322KHPU,567,B,KHPU,KH,PU,UNKNOWN_COLOR
D602640BE,558,8,40BE,40,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
D602640BK,558,8,40BK,40,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
D602640BL,558,8,40BL,40,BL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
D602640OFWH,558,8,OFWH,OF,WH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
D609054BE,558,8,54BE,54,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
D609054BK,558,8,54BK,54,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
D609054KH,558,8,54KH,54,KH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
D609054PK,558,8,54PK,54,PK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
D609058BE,558,8,58BE,58,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
D609058BK,558,8,58BK,58,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
D609058OFWH,558,8,OFWH,OF,WH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
D609058SL,558,8,58SL,58,SL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DAISEYGD,566,2,EYGD,EY,GD,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DAISEYSL,566,2,EYSL,EY,SL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DALLASRSGD,566,2,RSGD,RS,GD,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DALLASSL,566,2,ASSL,AS,SL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DANA-9-CHNB,568,1,CHNB,CH,NB,UNKNOWN_COLOR
DANA-9-CPMT,568,1,CPMT,CP,MT,UNKNOWN_COLOR
DANA-9-TPNB,568,1,TPNB,TP,NB,UNKNOWN_COLOR
DARCIE1BK,568,1,E1BK,E1,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DARCIE1CHP,568,1,1CHP,1C,HP,UNKNOWN_MATERIAL
DARCIE1SL,568,1,E1SL,E1,SL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DARCIE1TP,568,1,E1TP,E1,TP,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DEEN-BSPU,596,1,BSPU,BS,PU,UNKNOWN_COLOR
DEL1PK,556,7,L1PK,L1,PK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DELIA1BK,567,1,A1BK,A1,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DELIA1SL,567,1,A1SL,A1,SL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DELIA1TN,567,1,A1TN,A1,TN,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DELIA6BK,567,1,A6BK,A6,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DELIA6TN,567,1,A6TN,A6,TN,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DELVA-MTPT,597,1,MTPT,MT,PT,UNKNOWN_COLOR
DELVA-MTTE,597,1,MTTE,MT,TE,UNKNOWN_COLOR
DESIGN-18-CPGL,565,1,CPGL,CP,GL,UNKNOWN_COLOR
DF707RSTE,562,7,RSTE,RS,TE,UNKNOWN_COLOR
DF875BE,557,5,75BE,75,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DF875BK,557,5,75BK,75,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DF875BLNV,557,5,BLNV,BL,NV,UNKNOWN_MATERIAL
DF877BE,557,5,77BE,77,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DF877BK,557,5,77BK,77,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DF877KH,557,5,77KH,77,KH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DF878BK,568,5,78BK,78,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DF878BL,557,5,78BL,78,BL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DF878BLNV,557,5,BLNV,BL,NV,UNKNOWN_MATERIAL
DF878KH,557,5,78KH,78,KH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DF879BK,558,5,79BK,79,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DF879BLNV,558,5,BLNV,BL,NV,UNKNOWN_MATERIAL
DF879CML,558,5,9CML,9C,ML,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DF879KH,558,5,79KH,79,KH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DF880BE,558,5,80BE,80,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DF880BK,558,5,80BK,80,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DF880BLNV,558,5,BLNV,BL,NV,UNKNOWN_MATERIAL
DF880KH,558,5,80KH,80,KH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DF886KHPU,556,5,KHPU,KH,PU,UNKNOWN_COLOR
DF886LIPU,556,5,LIPU,LI,PU,UNKNOWN_COLOR
DF889GYWH,556,5,GYWH,GY,WH,UNKNOWN_MATERIAL
DF889KHPU,556,5,KHPU,KH,PU,UNKNOWN_COLOR
DF890KHPU,556,5,KHPU,KH,PU,UNKNOWN_COLOR
DF890WHGY,556,5,WHGY,WH,GY,UNKNOWN_MATERIAL
DIAMOND1RSGD,567,1,RSGD,RS,GD,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DIAMOND1SL,567,1,D1SL,D1,SL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DILANAWHT,597,5,AWHT,AW,HT,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DM221KHPU,585,7,KHPU,KH,PU,UNKNOWN_COLOR
DM420KHPU,585,B,KHPU,KH,PU,UNKNOWN_COLOR
DM421KHPU,585,A,KHPU,KH,PU,UNKNOWN_COLOR
DM422KHPU,585,A,KHPU,KH,PU,UNKNOWN_COLOR
DM453KHPU,585,B,KHPU,KH,PU,UNKNOWN_COLOR
DM457CPME,585,B,CPME,CP,ME,UNKNOWN_COLOR
DM816KHPU,588,7,KHPU,KH,PU,UNKNOWN_COLOR
DM83BE,560,5,83BE,83,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DM83BK,560,5,83BK,83,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DM85CML,560,5,5CML,5C,ML,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DM85LBL,560,5,5LBL,5L,BL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DM90BK,560,5,90BK,90,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DM90CML,560,5,0CML,0C,ML,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DM92BK,560,5,92BK,92,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DM92BL,560,5,92BL,92,BL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DOLCE-69K-BK,597,1,K-BK,,,NONSTANDARD_SUFFIX
DOLCE-69K-CP,597,1,K-CP,,,NONSTANDARD_SUFFIX
DORIBKPWT,566,2,KPWT,KP,WT,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DORIRD,566,2,RIRD,RI,RD,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DORISL,567,2,RISL,RI,SL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DUCHYTABBK,597,6,ABBK,AB,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
DUCHYTABKWS,597,6,BKWS,BK,WS,UNKNOWN_MATERIAL
E-1001-BKCHL,558,1,KCHL,KC,HL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
E-1001-MRTCHL,558,1,TCHL,TC,HL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
E-1002-BKCHL,558,1,KCHL,KC,HL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
E-1002-MRTCHL,558,1,TCHL,TC,HL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
E-1003-BKCHL,558,1,KCHL,KC,HL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
E-2021BO-BKCHL,592,1,KCHL,KC,HL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
E-2022BO-BKCHL,592,1,KCHL,KC,HL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
E-930-BKCHL,558,1,KCHL,KC,HL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EDGYBUCKLES-BKH,585,3,-BKH,,,NONSTANDARD_SUFFIX
EDGYBUCKLES-NDH,585,3,-NDH,,,NONSTANDARD_SUFFIX
EDGYBUCKLES-TNH,585,3,-TNH,,,NONSTANDARD_SUFFIX
EDGYDUAL-BEHL,585,3,BEHL,BE,HL,UNKNOWN_MATERIAL
EDGYDUAL-BKHL,585,3,BKHL,BK,HL,UNKNOWN_MATERIAL
EDGYDUAL-NDHL,585,3,NDHL,ND,HL,UNKNOWN_MATERIAL
EDGYSLIDBLNG-BE,585,3,G-BE,,,NONSTANDARD_SUFFIX
EDGYSLIDBLNG-BK,585,3,G-BK,,,NONSTANDARD_SUFFIX
EDGYSLIDBLNG-BS,585,3,G-BS,,,NONSTANDARD_SUFFIX
EDGYTHONG-BKHL,588,3,BKHL,BK,HL,UNKNOWN_MATERIAL
EDGYTHONG-WHHL,588,3,WHHL,WH,HL,UNKNOWN_MATERIAL
EDMONDS-CEPL,577,2,CEPL,CE,PL,UNKNOWN_COLOR
ELEGANCE-21BK,591,A,21BK,21,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
ELINA605SL,567,6,05SL,05,SL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
ELIO-20-BERF,585,7,BERF,BE,RF,UNKNOWN_MATERIAL
ELIO-20-LPSD,585,7,LPSD,LP,SD,UNKNOWN_COLOR
EVER601ALBK,556,5,ALBK,AL,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER601BE,556,2,01BE,01,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER601BK,556,5,01BK,01,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER602WHBK,556,5,WHBK,WH,BK,UNKNOWN_MATERIAL
EVER602WHGN,556,2,WHGN,WH,GN,UNKNOWN_MATERIAL
EVER602WHPK,556,5,WHPK,WH,PK,UNKNOWN_MATERIAL
EVER603BKPW,556,2,BKPW,BK,PW,UNKNOWN_MATERIAL
EVER603WHGD,556,2,WHGD,WH,GD,UNKNOWN_MATERIAL
EVER603WHSL,556,2,WHSL,WH,SL,UNKNOWN_MATERIAL
EVER604WHPK,556,2,WHPK,WH,PK,UNKNOWN_MATERIAL
EVER605BE,556,2,05BE,05,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER605PK,556,2,05PK,05,PK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER606KH,556,2,06KH,06,KH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER606PK,556,2,06PK,06,PK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER607GY,556,2,07GY,07,GY,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER608GY,556,2,08GY,08,GY,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER608PK,556,2,08PK,08,PK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER701BKPW,556,5,BKPW,BK,PW,UNKNOWN_MATERIAL
EVER701WHGD,556,5,WHGD,WH,GD,UNKNOWN_MATERIAL
EVER701WHSL,556,5,WHSL,WH,SL,UNKNOWN_MATERIAL
EVER702BKSL,556,5,BKSL,BK,SL,UNKNOWN_MATERIAL
EVER702WHGD,556,5,WHGD,WH,GD,UNKNOWN_MATERIAL
EVER703BEOG,556,5,BEOG,BE,OG,UNKNOWN_MATERIAL
EVER703KHBL,556,5,KHBL,KH,BL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER704BK,556,5,04BK,04,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER704PK,556,5,04PK,04,PK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER705BK,556,5,05BK,05,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER705PK,556,5,05PK,05,PK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER706BEBL,556,5,BEBL,BE,BL,UNKNOWN_MATERIAL
EVER706BEGR,556,5,BEGR,BE,GR,UNKNOWN_MATERIAL
EVER706BEGY,556,5,BEGY,BE,GY,UNKNOWN_MATERIAL
EVER706OGPK,556,5,OGPK,OG,PK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER706OLBL,556,5,OLBL,OL,BL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER707BKGD,556,5,BKGD,BK,GD,UNKNOWN_MATERIAL
EVER707WHGD,556,5,WHGD,WH,GD,UNKNOWN_MATERIAL
EVER709BEKH,556,5,BEKH,BE,KH,UNKNOWN_MATERIAL
EVER709BEOL,556,5,BEOL,BE,OL,UNKNOWN_MATERIAL
EVER710BKBE,556,5,BKBE,BK,BE,UNKNOWN_MATERIAL
EVER710KHBE,556,5,KHBE,KH,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER718BKBK,556,6,BKBK,BK,BK,UNKNOWN_MATERIAL
EVER718BKWH,556,6,BKWH,BK,WH,UNKNOWN_MATERIAL
EVER718BLWH,556,6,BLWH,BL,WH,UNKNOWN_MATERIAL
EVER718GYWH,556,6,GYWH,GY,WH,UNKNOWN_MATERIAL
EVER718NVWH,556,6,NVWH,NV,WH,UNKNOWN_MATERIAL
EVER718WHBK,556,6,WHBK,WH,BK,UNKNOWN_MATERIAL
EVER718WHNV,556,6,WHNV,WH,NV,UNKNOWN_MATERIAL
EVER718WHPK,556,6,WHPK,WH,PK,UNKNOWN_MATERIAL
EVER719BKWH,556,6,BKWH,BK,WH,UNKNOWN_MATERIAL
EVER719NVBL,556,6,NVBL,NV,BL,UNKNOWN_MATERIAL
EVER719PKBK,556,6,PKBK,PK,BK,UNKNOWN_MATERIAL
EVER719WHBK,556,6,WHBK,WH,BK,UNKNOWN_MATERIAL
EVER719WHRD,556,6,WHRD,WH,RD,UNKNOWN_MATERIAL
EVER720BKWH,556,6,BKWH,BK,WH,UNKNOWN_MATERIAL
EVER720GNWH,556,6,GNWH,GN,WH,UNKNOWN_MATERIAL
EVER720WHBK,556,6,WHBK,WH,BK,UNKNOWN_MATERIAL
EVER720WHGD,556,6,WHGD,WH,GD,UNKNOWN_MATERIAL
EVER720WHSL,556,6,WHSL,WH,SL,UNKNOWN_MATERIAL
EVER750BEBK,556,A,BEBK,BE,BK,UNKNOWN_MATERIAL
EVER750BKWH,556,A,BKWH,BK,WH,UNKNOWN_MATERIAL
EVER750WHNV,556,A,WHNV,WH,NV,UNKNOWN_MATERIAL
EVER751BK,556,A,51BK,51,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER751WH,556,A,51WH,51,WH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER751WHBK,556,A,WHBK,WH,BK,UNKNOWN_MATERIAL
EVER752BKBE,556,A,BKBE,BK,BE,UNKNOWN_MATERIAL
EVER752KHBE,556,A,KHBE,KH,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER752WH,556,A,52WH,52,WH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER753BE,556,A,53BE,53,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER753BKBE,556,A,BKBE,BK,BE,UNKNOWN_MATERIAL
EVER753KHBE,556,A,KHBE,KH,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER754BEBN,556,A,BEBN,BE,BN,UNKNOWN_MATERIAL
EVER754BKSL,556,A,BKSL,BK,SL,UNKNOWN_MATERIAL
EVER754WHBK,556,A,WHBK,WH,BK,UNKNOWN_MATERIAL
EVER755BE,556,A,55BE,55,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER755KH,556,A,55KH,55,KH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER755WH,556,A,55WH,55,WH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER756ABK,556,A,6ABK,6A,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER756AWH,556,A,6AWH,6A,WH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER756BKWH,556,A,BKWH,BK,WH,UNKNOWN_MATERIAL
EVER757ABK,556,A,7ABK,7A,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER757BE,556,A,57BE,57,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER757PK,556,A,57PK,57,PK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER758AWH,556,A,8AWH,8A,WH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER758BEKH,556,A,BEKH,BE,KH,UNKNOWN_MATERIAL
EVER758BK,556,A,58BK,58,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER759BKWH,556,A,BKWH,BK,WH,UNKNOWN_MATERIAL
EVER759KHBE,556,A,KHBE,KH,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER759PKWH,556,A,PKWH,PK,WH,UNKNOWN_MATERIAL
EVER760BK,556,A,60BK,60,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER760WHPK,556,A,WHPK,WH,PK,UNKNOWN_MATERIAL
EVER760WHSL,556,A,WHSL,WH,SL,UNKNOWN_MATERIAL
EVER761BKWH,556,A,BKWH,BK,WH,UNKNOWN_MATERIAL
EVER761BLWH,556,A,BLWH,BL,WH,UNKNOWN_MATERIAL
EVER761PKWH,556,A,PKWH,PK,WH,UNKNOWN_MATERIAL
EVER762ABK,556,A,2ABK,2A,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER762BKWH,556,A,BKWH,BK,WH,UNKNOWN_MATERIAL
EVER762GYWH,556,A,GYWH,GY,WH,UNKNOWN_MATERIAL
EVER763BEKH,556,A,BEKH,BE,KH,UNKNOWN_MATERIAL
EVER763BKWH,556,A,BKWH,BK,WH,UNKNOWN_MATERIAL
EVER763WHBK,556,A,WHBK,WH,BK,UNKNOWN_MATERIAL
EVER764BKWH,556,A,BKWH,BK,WH,UNKNOWN_MATERIAL
EVER764KHBE,556,A,KHBE,KH,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER764PKWH,556,A,PKWH,PK,WH,UNKNOWN_MATERIAL
EVER765BKWH,556,A,BKWH,BK,WH,UNKNOWN_MATERIAL
EVER765GYBK,556,A,GYBK,GY,BK,UNKNOWN_MATERIAL
EVER765WHBK,556,A,WHBK,WH,BK,UNKNOWN_MATERIAL
