skuCode,categoryNumber,season,suffix,colorRawCode,materialRawCode,reason
RISE-24-SLMI,567,1,SLMI,SL,MI,UNKNOWN_MATERIAL
RISE-7-AGPT,567,1,AGPT,AG,PT,UNKNOWN_COLOR
RISE-7-CPMT,567,1,CPMT,CP,MT,UNKNOWN_COLOR
ROFFEE-BSNB,560,1,BSNB,BS,NB,UNKNOWN_COLOR
ROFFEE-SDNB,560,1,SDNB,SD,NB,UNKNOWN_COLOR
ROPE-ONE-MVSD,577,3,MVSD,MV,SD,UNKNOWN_COLOR
ROPE-ONE-TNMSSD,577,3,MSSD,MS,SD,UNKNOWN_COLOR
ROPE-ONE-TNMVSD,577,3,MVSD,MV,SD,UNKNOWN_COLOR
ROPETSTRAP-MSSD,577,3,MSSD,MS,SD,UNKNOWN_COLOR
ROPE-TWO-MVPU,577,3,MVPU,MV,PU,UNKNOWN_COLOR
ROPE-TWO-YLPU,577,3,YLPU,YL,PU,UNKNOWN_COLOR
ROUND-13-BKWH,556,7,BKWH,BK,WH,UNKNOWN_MATERIAL
RUNNERS-CLPU,568,2,CLPU,CL,PU,UNKNOWN_COLOR
RUNNERS-YLPU,568,2,YLPU,YL,PU,UNKNOWN_COLOR
S36BK,556,1,36BK,36,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
S36NV,556,1,36NV,36,NV,UNKNOWN_COLOR;UNKNOWN_MATERIAL
SA01-KHPU,556,A,KHPU,KH,PU,UNKNOWN_COLOR
SABINA-71K-CPGL,597,1,CPGL,CP,GL,UNKNOWN_COLOR
SABINA-82K-CPGL,597,1,CPGL,CP,GL,UNKNOWN_COLOR
SABRINA-SBK,567,6,-SBK,,,NONSTANDARD_SUFFIX
SABRINA-SPN,567,6,-SPN,,,NONSTANDARD_SUFFIX
SALVIA-8BSNB,586,4,BSNB,BS,NB,UNKNOWN_COLOR
SANDRA024LABE,576,2,LABE,LA,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
SANDRA024LABK,576,2,LABK,LA,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
SANDRA037LA-WH,576,2,A-WH,,,NONSTANDARD_SUFFIX
SANDRA050-CPPU,576,1,CPPU,CP,PU,UNKNOWN_COLOR
SANDRA050LA-BE,576,2,A-BE,,,NONSTANDARD_SUFFIX
SANDRA050LA-WH,576,2,A-WH,,,NONSTANDARD_SUFFIX
SANDRA052LA-BE,576,2,A-BE,,,NONSTANDARD_SUFFIX
SANDRA052LA-BK,576,2,A-BK,,,NONSTANDARD_SUFFIX
SANDRA054LABK,557,2,LABK,LA,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
SANDRA069BLA-BK,576,2,A-BK,,,NONSTANDARD_SUFFIX
SANDRA095BLA-BE,576,2,A-BE,,,NONSTANDARD_SUFFIX
SANDRA095BLA-BK,576,2,A-BK,,,NONSTANDARD_SUFFIX
SANDRA095BLA-NV,576,2,A-NV,,,NONSTANDARD_SUFFIX
SANDRA095BLA-PK,576,2,A-PK,,,NONSTANDARD_SUFFIX
SANDRA097BLA-BE,576,2,A-BE,,,NONSTANDARD_SUFFIX
SANDRA097BLA-BK,576,2,A-BK,,,NONSTANDARD_SUFFIX
SANDRA107BLA-BE,576,2,A-BE,,,NONSTANDARD_SUFFIX
SANDRA107BLA-BK,576,2,A-BK,,,NONSTANDARD_SUFFIX
SANDRA108BLA-BK,576,2,A-BK,,,NONSTANDARD_SUFFIX
SANDRA108BLA-ND,576,2,A-ND,,,NONSTANDARD_SUFFIX
SANDRA108BLA-RD,576,2,A-RD,,,NONSTANDARD_SUFFIX
SANDRA115LA-BE,557,2,A-BE,,,NONSTANDARD_SUFFIX
SANDRA115LA-BK,557,2,A-BK,,,NONSTANDARD_SUFFIX
SANDRA118LA-BE,557,2,A-BE,,,NONSTANDARD_SUFFIX
SANDRA118LA-BK,557,2,A-BK,,,NONSTANDARD_SUFFIX
SANDRA119BLA-BE,576,2,A-BE,,,NONSTANDARD_SUFFIX
SANDRA119BLA-BK,576,2,A-BK,,,NONSTANDARD_SUFFIX
SANDRA120LA-GD,557,2,A-GD,,,NONSTANDARD_SUFFIX
SANDRA120LA-PW,557,2,A-PW,,,NONSTANDARD_SUFFIX
SANDRA121LA-BK,557,2,A-BK,,,NONSTANDARD_SUFFIX
SANDRA122LA-BE,557,2,A-BE,,,NONSTANDARD_SUFFIX
SANDRA122LA-BK,557,2,A-BK,,,NONSTANDARD_SUFFIX
SANDRA124LA-BK,567,2,A-BK,,,NONSTANDARD_SUFFIX
SANDRA144BLA-BE,576,2,A-BE,,,NONSTANDARD_SUFFIX
SANDRA144BLA-BK,576,2,A-BK,,,NONSTANDARD_SUFFIX
SANDRA144BLA-CA,576,2,A-CA,,,NONSTANDARD_SUFFIX
SCALLY-BSSD,596,1,BSSD,BS,SD,UNKNOWN_COLOR
SCALLY-TPSD,596,1,TPSD,TP,SD,UNKNOWN_COLOR
SEA-600CPME,567,A,CPME,CP,ME,UNKNOWN_COLOR
SF101-FWTE,556,2,FWTE,FW,TE,UNKNOWN_COLOR
SH006BK,593,1,06BK,06,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
SHAREE-CEHL,596,1,CEHL,CE,HL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
SHARLET-MTPU,596,1,MTPU,MT,PU,UNKNOWN_COLOR
SHARONBK,568,2,ONBK,ON,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
SHARONGD,568,2,ONGD,ON,GD,UNKNOWN_COLOR;UNKNOWN_MATERIAL
SHIMMERBK,567,2,ERBK,ER,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
SHIMMERSL,567,2,ERSL,ER,SL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
SLIDE-29NVTL,585,5,NVTL,NV,TL,UNKNOWN_MATERIAL
SLIDE-29TNBK,585,5,TNBK,TN,BK,UNKNOWN_MATERIAL
SN1005-PRPU,556,2,PRPU,PR,PU,UNKNOWN_COLOR
SN1007-OGPU,556,2,OGPU,OG,PU,UNKNOWN_COLOR
SONGFUL32CHPT,567,1,CHPT,CH,PT,UNKNOWN_COLOR
SOOPIE-CEHL,596,1,CEHL,CE,HL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
SPONGY24-BKHL,585,3,BKHL,BK,HL,UNKNOWN_MATERIAL
SPONGY24-BSHL,585,3,BSHL,BS,HL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
SPONGY24-TNHL,585,3,TNHL,TN,HL,UNKNOWN_MATERIAL
STALEN-BSPU,596,1,BSPU,BS,PU,UNKNOWN_COLOR
SUNSHINE-48CPGL,567,5,CPGL,CP,GL,UNKNOWN_COLOR
SUSIE-50BSNB,588,4,BSNB,BS,NB,UNKNOWN_COLOR
T2953BE,591,5,53BE,53,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
T2953BK,591,5,53BK,53,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
T2962BK,567,5,62BK,62,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
T2962GD,567,5,62GD,62,GD,UNKNOWN_COLOR;UNKNOWN_MATERIAL
T2962SL,567,5,62SL,62,SL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
T7589BK,592,5,89BK,89,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
TA238AQPU,556,5,AQPU,AQ,PU,UNKNOWN_COLOR
TALL11BK,568,1,11BK,11,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
TALL11CHNB,568,1,CHNB,CH,NB,UNKNOWN_COLOR
TALL11TPPT,568,1,TPPT,TP,PT,UNKNOWN_COLOR
TAMPA-5LVKN,556,5,LVKN,LV,KN,UNKNOWN_COLOR;UNKNOWN_MATERIAL
TAMPA-5YLKN,556,5,YLKN,YL,KN,UNKNOWN_COLOR;UNKNOWN_MATERIAL
TAMPABK,585,3,PABK,PA,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
TAMPACLR,585,3,ACLR,AC,LR,UNKNOWN_COLOR;UNKNOWN_MATERIAL
TAMPAPK,585,3,PAPK,PA,PK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
TEAPOT-SLPSU,593,6,LPSU,LP,SU,UNKNOWN_COLOR
TEENIE-BSPU,596,1,BSPU,BS,PU,UNKNOWN_COLOR
TENNISS-CEPL,567,2,CEPL,CE,PL,UNKNOWN_COLOR
TIMELESS-12BETL,556,5,BETL,BE,TL,UNKNOWN_MATERIAL
TIMELESS-12BKWH,556,5,BKWH,BK,WH,UNKNOWN_MATERIAL
TIMELESS-12GDTL,556,5,GDTL,GD,TL,UNKNOWN_MATERIAL
TIMLADYBK,593,6,DYBK,DY,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
TIMLADYBN,593,6,DYBN,DY,BN,UNKNOWN_COLOR;UNKNOWN_MATERIAL
TIMLADYCA,593,6,DYCA,DY,CA,UNKNOWN_COLOR;UNKNOWN_MATERIAL
TIMLADYGY,593,6,DYGY,DY,GY,UNKNOWN_COLOR;UNKNOWN_MATERIAL
TOPPING-05-BEGN,556,7,BEGN,BE,GN,UNKNOWN_MATERIAL
TOPPING-05-BEWH,556,7,BEWH,BE,WH,UNKNOWN_MATERIAL
TOPPING-05-BKWH,556,7,BKWH,BK,WH,UNKNOWN_MATERIAL
TP2155BAWH,585,1,BAWH,BA,WH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
TP2155NRBK,585,1,NRBK,NR,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
TUESDAY1GDMTL,567,1,DMTL,DM,TL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
TUESDAY1SLMTL,567,1,LMTL,LM,TL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
TWICE11CHNB,566,3,CHNB,CH,NB,UNKNOWN_COLOR
TWICE11TPNB,566,3,TPNB,TP,NB,UNKNOWN_COLOR
TWICE15BSHST,566,1,SHST,SH,ST,UNKNOWN_COLOR;UNKNOWN_MATERIAL
TWICE15CHST,566,1,CHST,CH,ST,UNKNOWN_COLOR;UNKNOWN_MATERIAL
TWICE15FUST,566,1,FUST,FU,ST,UNKNOWN_MATERIAL
TWICE23BK,566,1,23BK,23,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
TWICE23GD,566,1,23GD,23,GD,UNKNOWN_COLOR;UNKNOWN_MATERIAL
TWICE23SL,566,1,23SL,23,SL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
VANILLA-BKMC,557,3,BKMC,BK,MC,UNKNOWN_MATERIAL
VANILLA-NDMC,557,3,NDMC,ND,MC,UNKNOWN_MATERIAL
VERRANABU2BKGD,558,7,BKGD,BK,GD,UNKNOWN_MATERIAL
VERRANABU2NVGD,558,7,NVGD,NV,GD,UNKNOWN_MATERIAL
VG256CPPU,557,6,CPPU,CP,PU,UNKNOWN_COLOR
VG256OGPU,557,6,OGPU,OG,PU,UNKNOWN_COLOR
VG262CMLSD,558,A,MLSD,ML,SD,UNKNOWN_COLOR
VG262KHSD,558,A,KHSD,KH,SD,UNKNOWN_COLOR
VG263MRPU,557,A,MRPU,MR,PU,UNKNOWN_COLOR
VG265KHPU,558,6,KHPU,KH,PU,UNKNOWN_COLOR
VG286MTTE,562,7,MTTE,MT,TE,UNKNOWN_COLOR
VG287JNSD,580,7,JNSD,JN,SD,UNKNOWN_COLOR
VG288LITE,562,7,LITE,LI,TE,UNKNOWN_COLOR
VG329,586,5,G329,G3,29,UNKNOWN_COLOR;UNKNOWN_MATERIAL
VIVIAN435NDGD,567,7,NDGD,ND,GD,UNKNOWN_MATERIAL
VIVIAN441TNGD,567,6,TNGD,TN,GD,UNKNOWN_MATERIAL
VZ-01L-PRTE,556,3,PRTE,PR,TE,UNKNOWN_COLOR
W28BL,585,2,28BL,28,BL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
W28PK,585,2,28PK,28,PK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
W28PR,585,2,28PR,28,PR,UNKNOWN_COLOR;UNKNOWN_MATERIAL
W89-PRPU,588,2,PRPU,PR,PU,UNKNOWN_COLOR
WBOWIE-NTPU,567,2,NTPU,NT,PU,UNKNOWN_COLOR
WD200KHPU,557,A,KHPU,KH,PU,UNKNOWN_COLOR
WDONALD-BKNBPU,567,5,NBPU,NB,PU,UNKNOWN_COLOR
WDONALD-NTNB,567,5,NTNB,NT,NB,UNKNOWN_COLOR
WEAVE-15-TPTE,557,7,TPTE,TP,TE,UNKNOWN_COLOR
WEAVE-86K-MVTE,597,1,MVTE,MV,TE,UNKNOWN_COLOR
WEAVE-86K-TPTE,597,1,TPTE,TP,TE,UNKNOWN_COLOR
WEEKENDS-LEOPU,568,6,EOPU,EO,PU,UNKNOWN_COLOR
WLD532-KHPT,557,2,KHPT,KH,PT,UNKNOWN_COLOR
WOORI-STPU,569,1,STPU,ST,PU,UNKNOWN_COLOR
X7808BK,591,5,08BK,08,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
XHY230722-4PRME,573,5,PRME,PR,ME,UNKNOWN_COLOR
XY811052-2-RSGL,568,5,RSGL,RS,GL,UNKNOWN_COLOR
XY811052BE,568,1,52BE,52,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
XY811052BK,568,1,52BK,52,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
XY811052TMRS,568,1,TMRS,TM,RS,UNKNOWN_COLOR;UNKNOWN_MATERIAL
Y2018BK,591,5,18BK,18,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
Y2018BN,591,5,18BN,18,BN,UNKNOWN_COLOR;UNKNOWN_MATERIAL
YABIG-WSPU,593,2,WSPU,WS,PU,UNKNOWN_COLOR
YANLI-05-BSPU,588,1,BSPU,BS,PU,UNKNOWN_COLOR
YANLI-05-TPPU,588,1,TPPU,TP,PU,UNKNOWN_COLOR
YARA-41-BSPU,585,1,BSPU,BS,PU,UNKNOWN_COLOR
YC230717-4JNDN,567,5,JNDN,JN,DN,UNKNOWN_COLOR
YC230722-2CPGL,566,5,CPGL,CP,GL,UNKNOWN_COLOR
YEAH-12-BSPU,585,1,BSPU,BS,PU,UNKNOWN_COLOR
YH311-0901-MSSD,577,3,MSSD,MS,SD,UNKNOWN_COLOR
YH311-0901-MVSD,577,3,MVSD,MV,SD,UNKNOWN_COLOR
YH311-1371-KHMT,569,3,KHMT,KH,MT,UNKNOWN_COLOR
YS-227-BSSA,566,2,BSSA,BS,SA,UNKNOWN_COLOR
YT90PK,556,2,90PK,90,PK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
YT90WH,556,2,90WH,90,WH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
YT90WNRD,556,2,WNRD,WN,RD,UNKNOWN_MATERIAL
YUMMY-12-BSPU,586,1,BSPU,BS,PU,UNKNOWN_COLOR
ZAYA-1CYPT,591,A,CYPT,CY,PT,UNKNOWN_COLOR
ZK43-KHSD,559,8,KHSD,KH,SD,UNKNOWN_COLOR
ZK48-CNPT,558,8,CNPT,CN,PT,UNKNOWN_COLOR
ZK52-PWPU,568,8,PWPU,PW,PU,UNKNOWN_COLOR
ZK627-11-BEFA,558,6,BEFA,BE,FA,UNKNOWN_MATERIAL
ZK627-11-BKFA,558,6,BKFA,BK,FA,UNKNOWN_MATERIAL
ZK627-11-NVFA,558,6,NVFA,NV,FA,UNKNOWN_MATERIAL
ZK627-18-BKSADI,558,6,SADI,SA,DI,UNKNOWN_COLOR;UNKNOWN_MATERIAL
ZK627-18-CPSADI,558,6,SADI,SA,DI,UNKNOWN_COLOR;UNKNOWN_MATERIAL
ZK627-18-SLSADI,558,6,SADI,SA,DI,UNKNOWN_COLOR;UNKNOWN_MATERIAL
ZK627-19-GDGTDI,558,6,GTDI,GT,DI,UNKNOWN_COLOR;UNKNOWN_MATERIAL
ZK627-19-SLGTDI,558,6,GTDI,GT,DI,UNKNOWN_COLOR;UNKNOWN_MATERIAL
ZK627-22-CMLPU,585,7,MLPU,ML,PU,UNKNOWN_COLOR
ZK627-26-CFPU,585,6,CFPU,CF,PU,UNKNOWN_COLOR
ZK627-28-GDMEPU,558,6,MEPU,ME,PU,UNKNOWN_COLOR
ZK627-29-SLMEPU,558,6,MEPU,ME,PU,UNKNOWN_COLOR
ZK627-2-CMLPU,567,7,MLPU,ML,PU,UNKNOWN_COLOR
ZK627-3-CMLPU,567,7,MLPU,ML,PU,UNKNOWN_COLOR
ZK6276TPPT,557,A,TPPT,TP,PT,UNKNOWN_COLOR
ZK627-7-BKSADI,564,7,SADI,SA,DI,UNKNOWN_COLOR;UNKNOWN_MATERIAL
ZK627-7-CPSADI,564,7,SADI,SA,DI,UNKNOWN_COLOR;UNKNOWN_MATERIAL
ZK627-7-SLSADI,567,7,SADI,SA,DI,UNKNOWN_COLOR;UNKNOWN_MATERIAL
ZK627-8-BKPUDI,585,6,PUDI,PU,DI,UNKNOWN_COLOR;UNKNOWN_MATERIAL
ZK627-8-SLSADI,585,6,SADI,SA,DI,UNKNOWN_COLOR;UNKNOWN_MATERIAL
ZM6322-1-MNTPU,567,C,NTPU,NT,PU,UNKNOWN_COLOR
ZM7231-1-CFPT,566,C,CFPT,CF,PT,UNKNOWN_COLOR
ZN02-TPPT,567,8,TPPT,TP,PT,UNKNOWN_COLOR
ZN05-PWPU,568,C,PWPU,PW,PU,UNKNOWN_COLOR
ZN08-LPPT,566,8,LPPT,LP,PT,UNKNOWN_COLOR
ZN09-LPSD,567,8,LPSD,LP,SD,UNKNOWN_COLOR
ZN12-KHPU,558,8,KHPU,KH,PU,UNKNOWN_COLOR
ZN12-TPPU,558,8,TPPU,TP,PU,UNKNOWN_COLOR
ZN17-MAPT,558,8,MAPT,MA,PT,UNKNOWN_COLOR
ZN23-OGPU,557,B,OGPU,OG,PU,UNKNOWN_COLOR
ZN24-MAPU,557,8,MAPU,MA,PU,UNKNOWN_COLOR
ZOLA22CHPU,558,3,CHPU,CH,PU,UNKNOWN_COLOR
ZOOM-SLPSD,566,6,LPSD,LP,SD,UNKNOWN_COLOR
