sku_code,dimension_code,value_code,value_label_es,assigned_by,assigned_at
BG720-5BEPT,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG720-5BEPT,upper_material,pt,Patent (Charol),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG720-5BKPT,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG720-5BKPT,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG720-5BKPT,upper_material,pt,Patent (Charol),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG720-5TPPT,upper_material,pt,Patent (Charol),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG-73C-BKNU,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG-73C-BKNU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG-73C-BKNU,upper_material,nu,Nubuck,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG-73C-BLNU,color,11,Azul,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG-73C-BLNU,color_family,blue,Azules,seed:derived:color_family,2026-05-07 06:05:15.976
BG-73C-BLNU,upper_material,nu,Nubuck,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG-73C-BONU,upper_material,nu,Nubuck,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG-73C-CRNU,color,crema,Crema,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG-73C-CRNU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG-73C-CRNU,upper_material,nu,Nubuck,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG-73C-NVNU,color,10,Navy,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG-73C-NVNU,color_family,blue,Azules,seed:derived:color_family,2026-05-07 06:05:15.976
BG-73C-NVNU,upper_material,nu,Nubuck,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG-73C-RENU,upper_material,nu,Nubuck,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG-79C-BKNU,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG-79C-BKNU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG-79C-BKNU,upper_material,nu,Nubuck,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG-79C-BKPU,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG-79C-BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG-79C-BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG-79C-TANU,upper_material,nu,Nubuck,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG801-BEPU,color,3,Beige,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG801-BEPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG801-BEPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG801-BKPU,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG801-BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG801-BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG802-BKPT,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG802-BKPT,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG802-BKPT,upper_material,pt,Patent (Charol),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG802-NDPT,color,4,Nude,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG802-NDPT,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG802-NDPT,upper_material,pt,Patent (Charol),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG804-BEPU,color,3,Beige,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG804-BEPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG804-BEPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG804-BKPU,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG804-BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG804-BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG805-BENB,color,3,Beige,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG805-BENB,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG805-BENB,upper_material,nu,Nubuck,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG805-BGNB,color,9,Bordo,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG805-BGNB,color_family,red,Rojos,seed:derived:color_family,2026-05-07 06:05:15.976
BG805-BGNB,upper_material,nu,Nubuck,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG805-BKNB,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG805-BKNB,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG805-BKNB,upper_material,nu,Nubuck,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG807-GDPL,color,15,Dorado,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG807-GDPL,color_family,metallic,Metalicos,seed:derived:color_family,2026-05-07 06:05:15.976
BG807-GDPL,upper_material,pl,Plastico,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG807-RSPL,upper_material,pl,Plastico,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG808A-BKSP,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG808A-BKSP,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG808A-BKSP,upper_material,sp,Suede/Peluche,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG808A-CASP,color,6,Camel,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG808A-CASP,color_family,brown,Marrones,seed:derived:color_family,2026-05-07 06:05:15.976
BG808A-CASP,upper_material,sp,Suede/Peluche,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG808-BGNB,color,9,Bordo,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG808-BGNB,color_family,red,Rojos,seed:derived:color_family,2026-05-07 06:05:15.976
BG808-BGNB,upper_material,nu,Nubuck,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG808-BKNB,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG808-BKNB,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG808-BKNB,upper_material,nu,Nubuck,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG809-BKPT,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG809-BKPT,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG809-BKPT,upper_material,pt,Patent (Charol),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG809-RDPU,color,8,Rojo,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG809-RDPU,color_family,red,Rojos,seed:derived:color_family,2026-05-07 06:05:15.976
BG809-RDPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG810-BEPT,color,3,Beige,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG810-BEPT,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG810-BEPT,upper_material,pt,Patent (Charol),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG810-BGPT,color,9,Bordo,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG810-BGPT,color_family,red,Rojos,seed:derived:color_family,2026-05-07 06:05:15.976
BG810-BGPT,upper_material,pt,Patent (Charol),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG810-BKPT,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG810-BKPT,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG810-BKPT,upper_material,pt,Patent (Charol),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG8-11-BENB,color,3,Beige,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG8-11-BENB,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG8-11-BENB,upper_material,nu,Nubuck,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG8-11-BKNB,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG8-11-BKNB,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG8-11-BKNB,upper_material,nu,Nubuck,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG811-BKPU,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG811-BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG811-BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG811-OFWHPU,color,2,Blanco,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG811-OFWHPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG811-OFWHPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG8-12-BBKPU,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG8-12-BBKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG8-12-BBKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG8-12-BEPU,color,3,Beige,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG8-12-BEPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG8-12-BEPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG812-BKPU,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG812-BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG812-BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG8-12-CAPU,color,6,Camel,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG8-12-CAPU,color_family,brown,Marrones,seed:derived:color_family,2026-05-07 06:05:15.976
BG8-12-CAPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG812-PKPU,color,13,Rosa,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG812-PKPU,color_family,pink,Rosas,seed:derived:color_family,2026-05-07 06:05:15.976
BG812-PKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG816-BEPT,color,3,Beige,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG816-BEPT,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG816-BEPT,upper_material,pt,Patent (Charol),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG816-BGPT,color,9,Bordo,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG816-BGPT,color_family,red,Rojos,seed:derived:color_family,2026-05-07 06:05:15.976
BG816-BGPT,upper_material,pt,Patent (Charol),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG816-BKPT,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG816-BKPT,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG816-BKPT,upper_material,pt,Patent (Charol),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG818-BEPU,color,3,Beige,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG818-BEPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG818-BEPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG818-BKPU,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG818-BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG818-BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG819-BEPU,color,3,Beige,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG819-BEPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG819-BEPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG819-BKPU,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG819-BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG819-BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG821-BEPU,color,3,Beige,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG821-BEPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG821-BEPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG821-BKPU,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG821-BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG821-BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG822-BEPU,color,3,Beige,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG822-BEPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG822-BEPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG822-CFPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-10-BESP,color,3,Beige,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-10-BESP,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-10-BESP,upper_material,sp,Suede/Peluche,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-10-BKSP,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-10-BKSP,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-10-BKSP,upper_material,sp,Suede/Peluche,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-11-BKSP,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-11-BKSP,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-11-BKSP,upper_material,sp,Suede/Peluche,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-11-CFSP,upper_material,sp,Suede/Peluche,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-12-BKSP,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-12-BKSP,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-12-BKSP,upper_material,sp,Suede/Peluche,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-12-GDSP,color,15,Dorado,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-12-GDSP,color_family,metallic,Metalicos,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-12-GDSP,upper_material,sp,Suede/Peluche,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-13-GDME,color,15,Dorado,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-13-GDME,color_family,metallic,Metalicos,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-13-GDME,upper_material,me,Metalico,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-13-SLME,color,16,Plateado,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-13-SLME,color_family,metallic,Metalicos,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-13-SLME,upper_material,me,Metalico,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-14-BKSP,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-14-BKSP,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-14-BKSP,upper_material,sp,Suede/Peluche,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-14-CFSP,upper_material,sp,Suede/Peluche,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-15-BKPU,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-15-BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-15-BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-15-DBLPU,color,11,Azul,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-15-DBLPU,color_family,blue,Azules,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-15-DBLPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-15-KHPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-16-BKSP,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-16-BKSP,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-16-BKSP,upper_material,sp,Suede/Peluche,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-16-CRSP,color,crema,Crema,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-16-CRSP,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-16-CRSP,upper_material,sp,Suede/Peluche,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-17-BGPT,color,9,Bordo,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-17-BGPT,color_family,red,Rojos,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-17-BGPT,upper_material,pt,Patent (Charol),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-17-BKPT,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-17-BKPT,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-17-BKPT,upper_material,pt,Patent (Charol),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-18-BEPU,color,3,Beige,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-18-BEPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-18-BEPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-18-BKPU,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-18-BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-18-BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-19-BKPU,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-19-BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-19-BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-19-NDPU,color,4,Nude,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-19-NDPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-19-NDPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-1-BKPU,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-1-BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-1-BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-20-BESP,color,3,Beige,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-20-BESP,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-20-BESP,upper_material,sp,Suede/Peluche,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-20-BKSP,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-20-BKSP,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-20-BKSP,upper_material,sp,Suede/Peluche,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-21-BKPU,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-21-BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-21-BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-21-NDPU,color,4,Nude,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-21-NDPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-21-NDPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-22-BGPU,color,9,Bordo,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-22-BGPU,color_family,red,Rojos,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-22-BGPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-22-BKPU,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-22-BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-22-BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-23-BGPU,color,9,Bordo,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-23-BGPU,color_family,red,Rojos,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-23-BGPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-23-BKPU,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-23-BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-23-BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-23-CRPU,color,crema,Crema,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-23-CRPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-23-CRPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-24-BKPU,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-24-BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-24-BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-24-KHPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-25-BKPU,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-25-BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-25-BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-25-KHPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-26-BKPU,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-26-BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-26-BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-26-DBEPU,color,3,Beige,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-26-DBEPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-26-DBEPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-27-BEPU,color,3,Beige,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-27-BEPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-27-BEPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-27-BKPU,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-27-BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-27-BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-28-BKPU,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-28-BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-28-BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-28-BNPU,color,5,Cafe,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-28-BNPU,color_family,brown,Marrones,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-28-BNPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-29-CRPU,color,crema,Crema,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-29-CRPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-29-CRPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-29-KHPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-2-BKPT,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-2-BKPT,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-2-BKPT,upper_material,pt,Patent (Charol),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-30-BEPU,color,3,Beige,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-30-BEPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-30-BEPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-30-CAPU,color,6,Camel,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-30-CAPU,color_family,brown,Marrones,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-30-CAPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-31-BEPU,color,3,Beige,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-31-BEPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-31-BEPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-31-BKPU,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-31-BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-31-BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-32-BEPU,color,3,Beige,script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-32-BEPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
BG823-32-BEPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
BG823-32-BGPU,color,9,Bordo,script:sku-suffix-attributes,2026-05-07 06:05:15.976
