sku_code,dimension_code,value_code,value_label_es,assigned_by,assigned_at
107-3-BKPV,upper_material,pv,PVC/Vinilo,script:sku-suffix-attributes,2026-05-07 06:05:15.976
107-3GDME,color,15,Dorado,script:sku-suffix-attributes,2026-05-07 06:05:15.976
107-3GDME,color_family,metallic,Metalicos,seed:derived:color_family,2026-05-07 06:05:15.976
107-3GDME,upper_material,me,Metalico,script:sku-suffix-attributes,2026-05-07 06:05:15.976
107-3-GDPV,color,15,Dorado,script:sku-suffix-attributes,2026-05-07 06:05:15.976
107-3-GDPV,color_family,metallic,Metalicos,seed:derived:color_family,2026-05-07 06:05:15.976
107-3-GDPV,upper_material,pv,PVC/Vinilo,script:sku-suffix-attributes,2026-05-07 06:05:15.976
107-3PKME,color,13,Rosa,script:sku-suffix-attributes,2026-05-07 06:05:15.976
107-3PKME,color_family,pink,Rosas,seed:derived:color_family,2026-05-07 06:05:15.976
107-3PKME,upper_material,me,Metalico,script:sku-suffix-attributes,2026-05-07 06:05:15.976
107-3-PKPV,color,13,Rosa,script:sku-suffix-attributes,2026-05-07 06:05:15.976
107-3-PKPV,color_family,pink,Rosas,seed:derived:color_family,2026-05-07 06:05:15.976
107-3-PKPV,upper_material,pv,PVC/Vinilo,script:sku-suffix-attributes,2026-05-07 06:05:15.976
107-3SLME,color,16,Plateado,script:sku-suffix-attributes,2026-05-07 06:05:15.976
107-3SLME,color_family,metallic,Metalicos,seed:derived:color_family,2026-05-07 06:05:15.976
107-3SLME,upper_material,me,Metalico,script:sku-suffix-attributes,2026-05-07 06:05:15.976
107-3-SLPV,color,16,Plateado,script:sku-suffix-attributes,2026-05-07 06:05:15.976
107-3-SLPV,color_family,metallic,Metalicos,seed:derived:color_family,2026-05-07 06:05:15.976
107-3-SLPV,upper_material,pv,PVC/Vinilo,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-102B-BKNU,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-102B-BKNU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
1130-102B-BKNU,upper_material,nu,Nubuck,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-102B-GOPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-102B-KHNU,upper_material,nu,Nubuck,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-145-BENB,color,3,Beige,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-145-BENB,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
1130-145-BENB,upper_material,nu,Nubuck,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-145-KHNB,upper_material,nu,Nubuck,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-146-BKPT,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-146-BKPT,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
1130-146-BKPT,upper_material,pt,Patent (Charol),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-146-KHPT,upper_material,pt,Patent (Charol),script:sku-suffix-attributes,2026-05-07 06:05:15.976
11305-9219-BKSP,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
11305-9219-BKSP,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
11305-9219-BKSP,upper_material,sp,Suede/Peluche,script:sku-suffix-attributes,2026-05-07 06:05:15.976
113059-219-BKSP,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
113059-219-BKSP,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
113059-219-BKSP,upper_material,sp,Suede/Peluche,script:sku-suffix-attributes,2026-05-07 06:05:15.976
11305-9219-GOSP,upper_material,sp,Suede/Peluche,script:sku-suffix-attributes,2026-05-07 06:05:15.976
113059-219-GOSP,upper_material,sp,Suede/Peluche,script:sku-suffix-attributes,2026-05-07 06:05:15.976
11305-9219-LGSP,upper_material,sp,Suede/Peluche,script:sku-suffix-attributes,2026-05-07 06:05:15.976
113059-219-LGSP,upper_material,sp,Suede/Peluche,script:sku-suffix-attributes,2026-05-07 06:05:15.976
113059-219-PWSP,upper_material,sp,Suede/Peluche,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-5-BCKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-5-BENU,color,3,Beige,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-5-BENU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
1130-5-BENU,upper_material,nu,Nubuck,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-5-BKNU,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-5-BKNU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
1130-5-BKNU,upper_material,nu,Nubuck,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-5-BKPU,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-5-BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
1130-5-BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-5-BLKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-5BLPU,color,11,Azul,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-5BLPU,color_family,blue,Azules,seed:derived:color_family,2026-05-07 06:05:15.976
1130-5BLPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-5CAPU,color,6,Camel,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-5CAPU,color_family,brown,Marrones,seed:derived:color_family,2026-05-07 06:05:15.976
1130-5CAPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-5-CFPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-5-CHPPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-5-GDPU,color,15,Dorado,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-5-GDPU,color_family,metallic,Metalicos,seed:derived:color_family,2026-05-07 06:05:15.976
1130-5-GDPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-5-GNPU,color,12,Verde,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-5-GNPU,color_family,green,Verdes,seed:derived:color_family,2026-05-07 06:05:15.976
1130-5-GNPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-5-KHNU,upper_material,nu,Nubuck,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-5-KHPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-5-LBNPU,color,5,Cafe,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-5-LBNPU,color_family,brown,Marrones,seed:derived:color_family,2026-05-07 06:05:15.976
1130-5-LBNPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-5-NVPU,color,10,Navy,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-5-NVPU,color_family,blue,Azules,seed:derived:color_family,2026-05-07 06:05:15.976
1130-5-NVPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-5-PKPU,color,13,Rosa,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-5-PKPU,color_family,pink,Rosas,seed:derived:color_family,2026-05-07 06:05:15.976
1130-5-PKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-5PKPU,color,13,Rosa,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-5PKPU,color_family,pink,Rosas,seed:derived:color_family,2026-05-07 06:05:15.976
1130-5PKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-5-PWPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-5-PWSP,upper_material,sp,Suede/Peluche,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-5-SLPU,color,16,Plateado,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-5-SLPU,color_family,metallic,Metalicos,seed:derived:color_family,2026-05-07 06:05:15.976
1130-5-SLPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-5WHPU,color,2,Blanco,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-5WHPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
1130-5WHPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-5WNPU,color,9,Bordo,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-5WNPU,color_family,red,Rojos,seed:derived:color_family,2026-05-07 06:05:15.976
1130-5WNPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-85-BKME,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-85-BKME,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
1130-85-BKME,upper_material,me,Metalico,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-85-BLKME,upper_material,me,Metalico,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-85-DCFPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-85-GDME,color,15,Dorado,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-85-GDME,color_family,metallic,Metalicos,seed:derived:color_family,2026-05-07 06:05:15.976
1130-85-GDME,upper_material,me,Metalico,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-85-GOME,upper_material,me,Metalico,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-85-NVPU,color,10,Navy,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-85-NVPU,color_family,blue,Azules,seed:derived:color_family,2026-05-07 06:05:15.976
1130-85-NVPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-85-PTME,upper_material,me,Metalico,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1130-85-PWME,upper_material,me,Metalico,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1232BKPT,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1232BKPT,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
1232BKPT,upper_material,pt,Patent (Charol),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1257CMLNB,upper_material,nu,Nubuck,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1257LBENB,color,3,Beige,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1257LBENB,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
1257LBENB,upper_material,nu,Nubuck,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1563-237BKSA,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1563-237BKSA,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
1563-237BKSA,upper_material,sa,Satin,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1563-237FUSA,color,14,Fucsia,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1563-237FUSA,color_family,pink,Rosas,seed:derived:color_family,2026-05-07 06:05:15.976
1563-237FUSA,upper_material,sa,Satin,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1563-237GDME,color,15,Dorado,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1563-237GDME,color_family,metallic,Metalicos,seed:derived:color_family,2026-05-07 06:05:15.976
1563-237GDME,upper_material,me,Metalico,script:sku-suffix-attributes,2026-05-07 06:05:15.976
160148DN,upper_material,dn,Denim,script:sku-suffix-attributes,2026-05-07 06:05:15.976
16810WHPT,color,2,Blanco,script:sku-suffix-attributes,2026-05-07 06:05:15.976
16810WHPT,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
16810WHPT,upper_material,pt,Patent (Charol),script:sku-suffix-attributes,2026-05-07 06:05:15.976
16811BKPT,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
16811BKPT,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
16811BKPT,upper_material,pt,Patent (Charol),script:sku-suffix-attributes,2026-05-07 06:05:15.976
16811WNPT,color,9,Bordo,script:sku-suffix-attributes,2026-05-07 06:05:15.976
16811WNPT,color_family,red,Rojos,seed:derived:color_family,2026-05-07 06:05:15.976
16811WNPT,upper_material,pt,Patent (Charol),script:sku-suffix-attributes,2026-05-07 06:05:15.976
16818BEPT,color,3,Beige,script:sku-suffix-attributes,2026-05-07 06:05:15.976
16818BEPT,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
16818BEPT,upper_material,pt,Patent (Charol),script:sku-suffix-attributes,2026-05-07 06:05:15.976
16818BKPT,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
16818BKPT,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
16818BKPT,upper_material,pt,Patent (Charol),script:sku-suffix-attributes,2026-05-07 06:05:15.976
16820BKPU,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
16820BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
16820BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
16821BKPT,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
16821BKPT,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
16821BKPT,upper_material,pt,Patent (Charol),script:sku-suffix-attributes,2026-05-07 06:05:15.976
16822BEPT,color,3,Beige,script:sku-suffix-attributes,2026-05-07 06:05:15.976
16822BEPT,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
16822BEPT,upper_material,pt,Patent (Charol),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1682BEPU,color,3,Beige,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1682BEPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
1682BEPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1682BKPU,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1682BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
1682BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1682WHPU,color,2,Blanco,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1682WHPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
1682WHPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1683BEPU,color,3,Beige,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1683BEPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
1683BEPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1683BKPU,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1683BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
1683BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1683BLPU,color,11,Azul,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1683BLPU,color_family,blue,Azules,seed:derived:color_family,2026-05-07 06:05:15.976
1683BLPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1683KHPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1685BEPU,color,3,Beige,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1685BEPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
1685BEPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1685BKPU,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1685BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
1685BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1685CAPU,color,6,Camel,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1685CAPU,color_family,brown,Marrones,seed:derived:color_family,2026-05-07 06:05:15.976
1685CAPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1685KHPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1686BKPU,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1686BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
1686BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1686KHPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1686PKPU,color,13,Rosa,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1686PKPU,color_family,pink,Rosas,seed:derived:color_family,2026-05-07 06:05:15.976
1686PKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1688WHPT,color,2,Blanco,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1688WHPT,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
1688WHPT,upper_material,pt,Patent (Charol),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1761BEPU,color,3,Beige,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1761BEPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
1761BEPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1761BKPU,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1761BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
1761BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1836-9-BKSD,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1836-9-BKSD,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
1836-9-BKSD,upper_material,su,Suede,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1836-9-KHSD,upper_material,su,Suede,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1836-9-NVSD,color,10,Navy,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1836-9-NVSD,color_family,blue,Azules,seed:derived:color_family,2026-05-07 06:05:15.976
1836-9-NVSD,upper_material,su,Suede,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1836-9-RDSD,color,8,Rojo,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1836-9-RDSD,color_family,red,Rojos,seed:derived:color_family,2026-05-07 06:05:15.976
1836-9-RDSD,upper_material,su,Suede,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1890-1A-BEPT,color,3,Beige,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1890-1A-BEPT,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
1890-1A-BEPT,upper_material,pt,Patent (Charol),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1890-1A-BKNB,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1890-1A-BKNB,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
1890-1A-BKNB,upper_material,nu,Nubuck,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1890-1A-BKPT,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1890-1A-BKPT,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
1890-1A-BKPT,upper_material,pt,Patent (Charol),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1890-1A-BKPU,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1890-1A-BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
1890-1A-BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1890-1A-DRDPT,color,8,Rojo,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1890-1A-DRDPT,color_family,red,Rojos,seed:derived:color_family,2026-05-07 06:05:15.976
1890-1A-DRDPT,upper_material,pt,Patent (Charol),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1890-1A-PKPT,color,13,Rosa,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1890-1A-PKPT,color_family,pink,Rosas,seed:derived:color_family,2026-05-07 06:05:15.976
1890-1A-PKPT,upper_material,pt,Patent (Charol),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1890-1A-TPPT,upper_material,pt,Patent (Charol),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1890-47-BGSA,color,9,Bordo,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1890-47-BGSA,color_family,red,Rojos,seed:derived:color_family,2026-05-07 06:05:15.976
1890-47-BGSA,upper_material,sa,Satin,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1890-47BGSA,color,9,Bordo,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1890-47BGSA,color_family,red,Rojos,seed:derived:color_family,2026-05-07 06:05:15.976
1890-47BGSA,upper_material,sa,Satin,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1890-47-BKSA,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1890-47-BKSA,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
1890-47-BKSA,upper_material,sa,Satin,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1890-47BKSA,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1890-47BKSA,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
1890-47BKSA,upper_material,sa,Satin,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1890-47-GDME,color,15,Dorado,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1890-47-GDME,color_family,metallic,Metalicos,seed:derived:color_family,2026-05-07 06:05:15.976
1890-47-GDME,upper_material,me,Metalico,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1890-47GDSA,color,15,Dorado,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1890-47GDSA,color_family,metallic,Metalicos,seed:derived:color_family,2026-05-07 06:05:15.976
1890-47GDSA,upper_material,sa,Satin,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1890-47-SLME,color,16,Plateado,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1890-47-SLME,color_family,metallic,Metalicos,seed:derived:color_family,2026-05-07 06:05:15.976
1890-47-SLME,upper_material,me,Metalico,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1890-47SLSA,color,16,Plateado,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1890-47SLSA,color_family,metallic,Metalicos,seed:derived:color_family,2026-05-07 06:05:15.976
1890-47SLSA,upper_material,sa,Satin,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1895-1B-BEPT,color,3,Beige,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1895-1B-BEPT,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
1895-1B-BEPT,upper_material,pt,Patent (Charol),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1895-1B-BKNB,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1895-1B-BKNB,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
1895-1B-BKNB,upper_material,nu,Nubuck,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1895-1B-BKPT,color,1,Negro,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1895-1B-BKPT,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 06:05:15.976
1895-1B-BKPT,upper_material,pt,Patent (Charol),script:sku-suffix-attributes,2026-05-07 06:05:15.976
1895-1B-RDNB,color,8,Rojo,script:sku-suffix-attributes,2026-05-07 06:05:15.976
1895-1B-RDNB,color_family,red,Rojos,seed:derived:color_family,2026-05-07 06:05:15.976
