sku,description,category_code,vendor,negative_store_numbers,negative_mtd_sales_detail,blocked_from_store_number,blocked_from_store_name,blocked_to_store_number,blocked_to_store_name,row_label,column_index,column_label,blocked_quantity,blocked_from_mtd_turns,blocked_to_mtd_turns
OBTKYLEWH,ZapPtAm4AEGLE 6,553,CWIT,2,2: total_mtd_sales=-1 on_hand=11 model=7 cells=/12:-1,,,,,,,,0,,
