skuCode,categoryNumber,season,suffix,dimensionCode,rawCode,canonicalCode,valueCode,labelEs,colorFamilyCode,applied
11305-9219-GOSP,558,2,GOSP,upper_material,SP,SP,sp,Suede/Peluche,,true
113059-219-GOSP,558,4,GOSP,upper_material,SP,SP,sp,Suede/Peluche,,true
11305-9219-LGSP,558,2,LGSP,upper_material,SP,SP,sp,Suede/Peluche,,true
113059-219-LGSP,558,4,LGSP,upper_material,SP,SP,sp,Suede/Peluche,,true
113059-219-PWSP,558,4,PWSP,upper_material,SP,SP,sp,Suede/Peluche,,true
1130-5-BCKPU,558,4,CKPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
1130-5-BENU,558,4,BENU,color,BE,BE,3,Beige,neutral,true
1130-5-BENU,558,4,BENU,upper_material,NU,NU,nu,Nubuck,,true
1130-5-BKNU,558,2,BKNU,color,BK,BK,1,Negro,neutral,true
1130-5-BKNU,558,2,BKNU,upper_material,NU,NU,nu,Nubuck,,true
1130-5-BKPU,558,6,BKPU,color,BK,BK,1,Negro,neutral,true
1130-5-BKPU,558,6,BKPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
1130-5-BLKPU,558,4,LKPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
1130-5BLPU,558,6,BLPU,color,BL,BL,11,Azul,blue,true
1130-5BLPU,558,6,BLPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
1130-5CAPU,558,6,CAPU,color,CA,CA,6,Camel,brown,true
1130-5CAPU,558,6,CAPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
1130-5-CFPU,558,4,CFPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
1130-5-CHPPU,558,4,HPPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
1130-5-GDPU,558,4,GDPU,color,GD,GD,15,Dorado,metallic,true
1130-5-GDPU,558,4,GDPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
1130-5-GNPU,558,4,GNPU,color,GN,GN,12,Verde,green,true
1130-5-GNPU,558,4,GNPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
1130-5-KHNU,558,2,KHNU,upper_material,NU,NU,nu,Nubuck,,true
1130-5-KHPU,558,4,KHPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
1130-5-LBNPU,558,4,BNPU,color,BN,BN,5,Cafe,brown,true
1130-5-LBNPU,558,4,BNPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
1130-5-NVPU,558,4,NVPU,color,NV,NV,10,Navy,blue,true
1130-5-NVPU,558,4,NVPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
1130-5-PKPU,558,4,PKPU,color,PK,PK,13,Rosa,pink,true
1130-5-PKPU,558,4,PKPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
1130-5PKPU,558,6,PKPU,color,PK,PK,13,Rosa,pink,true
1130-5PKPU,558,6,PKPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
1130-5-PWPU,558,4,PWPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
1130-5-PWSP,558,4,PWSP,upper_material,SP,SP,sp,Suede/Peluche,,true
1130-5-SLPU,558,4,SLPU,color,SL,SL,16,Plateado,metallic,true
1130-5-SLPU,558,4,SLPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
1130-5WHPU,558,6,WHPU,color,WH,WH,2,Blanco,neutral,true
1130-5WHPU,558,6,WHPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
1130-5WNPU,558,6,WNPU,color,WN,BG,9,Bordo,red,true
1130-5WNPU,558,6,WNPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
1130-85-BKME,558,2,BKME,color,BK,BK,1,Negro,neutral,true
1130-85-BKME,558,2,BKME,upper_material,ME,ME,me,Metalico,,true
1130-85-BLKME,558,4,LKME,upper_material,ME,ME,me,Metalico,,true
1130-85-DCFPU,558,4,CFPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
1130-85-GDME,558,4,GDME,color,GD,GD,15,Dorado,metallic,true
1130-85-GDME,558,4,GDME,upper_material,ME,ME,me,Metalico,,true
1130-85-GOME,558,2,GOME,upper_material,ME,ME,me,Metalico,,true
1130-85-NVPU,558,4,NVPU,color,NV,NV,10,Navy,blue,true
1130-85-NVPU,558,4,NVPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
1130-85-PTME,558,4,PTME,upper_material,ME,ME,me,Metalico,,true
1130-85-PWME,558,2,PWME,upper_material,ME,ME,me,Metalico,,true
1232BKPT,559,B,BKPT,color,BK,BK,1,Negro,neutral,true
1232BKPT,559,B,BKPT,upper_material,PT,PT,pt,Patent (Charol),,true
1257CMLNB,557,2,MLNB,upper_material,NB,NU,nu,Nubuck,,true
1257LBENB,557,2,BENB,color,BE,BE,3,Beige,neutral,true
1257LBENB,557,2,BENB,upper_material,NB,NU,nu,Nubuck,,true
1563-237BKSA,566,2,BKSA,color,BK,BK,1,Negro,neutral,true
1563-237BKSA,566,2,BKSA,upper_material,SA,SA,sa,Satin,,true
1563-237FUSA,566,2,FUSA,color,FU,FU,14,Fucsia,pink,true
1563-237FUSA,566,2,FUSA,upper_material,SA,SA,sa,Satin,,true
1563-237GDME,566,2,GDME,color,GD,GD,15,Dorado,metallic,true
1563-237GDME,566,2,GDME,upper_material,ME,ME,me,Metalico,,true
160148DN,556,6,48DN,upper_material,DN,DN,dn,Denim,,true
16810WHPT,567,B,WHPT,color,WH,WH,2,Blanco,neutral,true
16810WHPT,567,B,WHPT,upper_material,PT,PT,pt,Patent (Charol),,true
16811BKPT,567,B,BKPT,color,BK,BK,1,Negro,neutral,true
16811BKPT,567,B,BKPT,upper_material,PT,PT,pt,Patent (Charol),,true
16811WNPT,567,B,WNPT,color,WN,BG,9,Bordo,red,true
16811WNPT,567,B,WNPT,upper_material,PT,PT,pt,Patent (Charol),,true
16818BEPT,568,B,BEPT,color,BE,BE,3,Beige,neutral,true
16818BEPT,568,B,BEPT,upper_material,PT,PT,pt,Patent (Charol),,true
16818BKPT,568,B,BKPT,color,BK,BK,1,Negro,neutral,true
16818BKPT,568,B,BKPT,upper_material,PT,PT,pt,Patent (Charol),,true
16820BKPU,568,B,BKPU,color,BK,BK,1,Negro,neutral,true
16820BKPU,568,B,BKPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
16821BKPT,568,B,BKPT,color,BK,BK,1,Negro,neutral,true
16821BKPT,568,B,BKPT,upper_material,PT,PT,pt,Patent (Charol),,true
16822BEPT,567,B,BEPT,color,BE,BE,3,Beige,neutral,true
16822BEPT,567,B,BEPT,upper_material,PT,PT,pt,Patent (Charol),,true
1682BEPU,586,7,BEPU,color,BE,BE,3,Beige,neutral,true
1682BEPU,586,7,BEPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
1682BKPU,586,7,BKPU,color,BK,BK,1,Negro,neutral,true
1682BKPU,586,7,BKPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
1682WHPU,586,7,WHPU,color,WH,WH,2,Blanco,neutral,true
1682WHPU,586,7,WHPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
1683BEPU,585,7,BEPU,color,BE,BE,3,Beige,neutral,true
1683BEPU,585,7,BEPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
1683BKPU,585,7,BKPU,color,BK,BK,1,Negro,neutral,true
1683BKPU,585,7,BKPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
1683BLPU,585,7,BLPU,color,BL,BL,11,Azul,blue,true
1683BLPU,585,7,BLPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
1683KHPU,585,7,KHPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
1685BEPU,585,7,BEPU,color,BE,BE,3,Beige,neutral,true
1685BEPU,585,7,BEPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
1685BKPU,585,7,BKPU,color,BK,BK,1,Negro,neutral,true
1685BKPU,585,7,BKPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
1685CAPU,585,7,CAPU,color,CA,CA,6,Camel,brown,true
1685CAPU,585,7,CAPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
1685KHPU,585,7,KHPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
1686BKPU,585,7,BKPU,color,BK,BK,1,Negro,neutral,true
1686BKPU,585,7,BKPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
1686KHPU,585,7,KHPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
1686PKPU,585,7,PKPU,color,PK,PK,13,Rosa,pink,true
1686PKPU,585,7,PKPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
1688WHPT,568,B,WHPT,color,WH,WH,2,Blanco,neutral,true
1688WHPT,568,B,WHPT,upper_material,PT,PT,pt,Patent (Charol),,true
1761BEPU,568,8,BEPU,color,BE,BE,3,Beige,neutral,true
1761BEPU,568,8,BEPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
1761BKPU,568,8,BKPU,color,BK,BK,1,Negro,neutral,true
1761BKPU,568,8,BKPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
1836-9-BKSD,576,C,BKSD,color,BK,BK,1,Negro,neutral,true
1836-9-BKSD,576,C,BKSD,upper_material,SD,SU,su,Suede,,true
1836-9-KHSD,576,C,KHSD,upper_material,SD,SU,su,Suede,,true
1836-9-NVSD,576,C,NVSD,color,NV,NV,10,Navy,blue,true
1836-9-NVSD,576,C,NVSD,upper_material,SD,SU,su,Suede,,true
1836-9-RDSD,576,C,RDSD,color,RD,RD,8,Rojo,red,true
1836-9-RDSD,576,C,RDSD,upper_material,SD,SU,su,Suede,,true
1890-1A-BEPT,567,2,BEPT,color,BE,BE,3,Beige,neutral,true
1890-1A-BEPT,567,2,BEPT,upper_material,PT,PT,pt,Patent (Charol),,true
1890-1A-BKNB,567,2,BKNB,color,BK,BK,1,Negro,neutral,true
1890-1A-BKNB,567,2,BKNB,upper_material,NB,NU,nu,Nubuck,,true
1890-1A-BKPT,567,2,BKPT,color,BK,BK,1,Negro,neutral,true
1890-1A-BKPT,567,2,BKPT,upper_material,PT,PT,pt,Patent (Charol),,true
1890-1A-BKPU,567,2,BKPU,color,BK,BK,1,Negro,neutral,true
1890-1A-BKPU,567,2,BKPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
1890-1A-DRDPT,567,2,RDPT,color,RD,RD,8,Rojo,red,true
1890-1A-DRDPT,567,2,RDPT,upper_material,PT,PT,pt,Patent (Charol),,true
1890-1A-PKPT,567,2,PKPT,color,PK,PK,13,Rosa,pink,true
1890-1A-PKPT,567,2,PKPT,upper_material,PT,PT,pt,Patent (Charol),,true
1890-1A-TPPT,567,2,TPPT,upper_material,PT,PT,pt,Patent (Charol),,true
1890-47-BGSA,567,A,BGSA,color,BG,BG,9,Bordo,red,true
1890-47-BGSA,567,A,BGSA,upper_material,SA,SA,sa,Satin,,true
1890-47BGSA,567,6,BGSA,color,BG,BG,9,Bordo,red,true
1890-47BGSA,567,6,BGSA,upper_material,SA,SA,sa,Satin,,true
1890-47-BKSA,567,A,BKSA,color,BK,BK,1,Negro,neutral,true
1890-47-BKSA,567,A,BKSA,upper_material,SA,SA,sa,Satin,,true
1890-47BKSA,567,6,BKSA,color,BK,BK,1,Negro,neutral,true
1890-47BKSA,567,6,BKSA,upper_material,SA,SA,sa,Satin,,true
1890-47-GDME,567,A,GDME,color,GD,GD,15,Dorado,metallic,true
1890-47-GDME,567,A,GDME,upper_material,ME,ME,me,Metalico,,true
1890-47GDSA,567,6,GDSA,color,GD,GD,15,Dorado,metallic,true
1890-47GDSA,567,6,GDSA,upper_material,SA,SA,sa,Satin,,true
1890-47-SLME,567,A,SLME,color,SL,SL,16,Plateado,metallic,true
1890-47-SLME,567,A,SLME,upper_material,ME,ME,me,Metalico,,true
1890-47SLSA,567,6,SLSA,color,SL,SL,16,Plateado,metallic,true
1890-47SLSA,567,6,SLSA,upper_material,SA,SA,sa,Satin,,true
1895-1B-BEPT,567,2,BEPT,color,BE,BE,3,Beige,neutral,true
1895-1B-BEPT,567,2,BEPT,upper_material,PT,PT,pt,Patent (Charol),,true
1895-1B-BKNB,567,2,BKNB,color,BK,BK,1,Negro,neutral,true
1895-1B-BKNB,567,2,BKNB,upper_material,NB,NU,nu,Nubuck,,true
1895-1B-BKPT,567,2,BKPT,color,BK,BK,1,Negro,neutral,true
1895-1B-BKPT,567,2,BKPT,upper_material,PT,PT,pt,Patent (Charol),,true
1895-1B-RDNB,567,2,RDNB,color,RD,RD,8,Rojo,red,true
1895-1B-RDNB,567,2,RDNB,upper_material,NB,NU,nu,Nubuck,,true
1895-1B-TNNB,567,2,TNNB,color,TN,TN,7,Tan,brown,true
1895-1B-TNNB,567,2,TNNB,upper_material,NB,NU,nu,Nubuck,,true
1895-1B-TPPT,567,2,TPPT,upper_material,PT,PT,pt,Patent (Charol),,true
1895-243BKNB,567,6,BKNB,color,BK,BK,1,Negro,neutral,true
1895-243BKNB,567,6,BKNB,upper_material,NB,NU,nu,Nubuck,,true
1895-243BKPU,567,6,BKPU,color,BK,BK,1,Negro,neutral,true
1895-243BKPU,567,6,BKPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
1895-243CPPU,567,6,CPPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
1895-243GDPU,567,6,GDPU,color,GD,GD,15,Dorado,metallic,true
1895-243GDPU,567,6,GDPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
1895-243SLPU,567,6,SLPU,color,SL,SL,16,Plateado,metallic,true
1895-243SLPU,567,6,SLPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
1895-245BESD,567,6,BESD,color,BE,BE,3,Beige,neutral,true
1895-245BESD,567,6,BESD,upper_material,SD,SU,su,Suede,,true
1895-245-BGSD,567,A,BGSD,color,BG,BG,9,Bordo,red,true
1895-245-BGSD,567,A,BGSD,upper_material,SD,SU,su,Suede,,true
1895-245BGSD,567,A,BGSD,color,BG,BG,9,Bordo,red,true
1895-245BGSD,567,A,BGSD,upper_material,SD,SU,su,Suede,,true
1895-245-BKSD,567,A,BKSD,color,BK,BK,1,Negro,neutral,true
1895-245-BKSD,567,A,BKSD,upper_material,SD,SU,su,Suede,,true
1895-245BKSD,567,6,BKSD,color,BK,BK,1,Negro,neutral,true
1895-245BKSD,567,6,BKSD,upper_material,SD,SU,su,Suede,,true
1895-245RDSD,567,6,RDSD,color,RD,RD,8,Rojo,red,true
1895-245RDSD,567,6,RDSD,upper_material,SD,SU,su,Suede,,true
2008-WHBKPU,556,1,BKPU,color,BK,BK,1,Negro,neutral,true
2008-WHBKPU,556,1,BKPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
2008-WHBKRDPU,556,1,RDPU,color,RD,RD,8,Rojo,red,true
2008-WHBKRDPU,556,1,RDPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
2008-WHBLPU,556,1,BLPU,color,BL,BL,11,Azul,blue,true
2008-WHBLPU,556,1,BLPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
2008-WHOLPU,556,1,OLPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
2008-WHPKPU,556,1,PKPU,color,PK,PK,13,Rosa,pink,true
2008-WHPKPU,556,1,PKPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
2008-WHRDPU,556,1,RDPU,color,RD,RD,8,Rojo,red,true
2008-WHRDPU,556,1,RDPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
2009-BKPU,556,2,BKPU,color,BK,BK,1,Negro,neutral,true
2009-BKPU,556,2,BKPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
2009-BLPU,556,2,BLPU,color,BL,BL,11,Azul,blue,true
2009-BLPU,556,2,BLPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
2009-PKPU,556,2,PKPU,color,PK,PK,13,Rosa,pink,true
2009-PKPU,556,2,PKPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
2009-WHPU,556,2,WHPU,color,WH,WH,2,Blanco,neutral,true
2009-WHPU,556,2,WHPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
20262BKTE,567,B,BKTE,color,BK,BK,1,Negro,neutral,true
20262BKTE,567,B,BKTE,upper_material,TE,TE,te,Tela,,true
20262CPTE,567,B,CPTE,upper_material,TE,TE,te,Tela,,true
20262SLTE,567,B,SLTE,color,SL,SL,16,Plateado,metallic,true
20262SLTE,567,B,SLTE,upper_material,TE,TE,te,Tela,,true
20265BKTE,567,B,BKTE,color,BK,BK,1,Negro,neutral,true
20265BKTE,567,B,BKTE,upper_material,TE,TE,te,Tela,,true
20265CPTE,567,B,CPTE,upper_material,TE,TE,te,Tela,,true
20265SLTE,567,B,SLTE,color,SL,SL,16,Plateado,metallic,true
20265SLTE,567,B,SLTE,upper_material,TE,TE,te,Tela,,true
20267BKLN,568,8,BKLN,color,BK,BK,1,Negro,neutral,true
20267GDLN,568,8,GDLN,color,GD,GD,15,Dorado,metallic,true
20267SLLN,568,8,SLLN,color,SL,SL,16,Plateado,metallic,true
20269CPME,585,B,CPME,upper_material,ME,ME,me,Metalico,,true
20269SLME,585,B,SLME,color,SL,SL,16,Plateado,metallic,true
20269SLME,585,B,SLME,upper_material,ME,ME,me,Metalico,,true
2032-1-BEPV,566,A,BEPV,color,BE,BE,3,Beige,neutral,true
2032-1-BEPV,566,A,BEPV,upper_material,PV,PV,pv,PVC/Vinilo,,true
2032-1BEPV,566,6,BEPV,color,BE,BE,3,Beige,neutral,true
2032-1BEPV,566,6,BEPV,upper_material,PV,PV,pv,PVC/Vinilo,,true
2032-1-WHPV,566,A,WHPV,color,WH,WH,2,Blanco,neutral,true
2032-1-WHPV,566,A,WHPV,upper_material,PV,PV,pv,PVC/Vinilo,,true
2032-1WHPV,566,6,WHPV,color,WH,WH,2,Blanco,neutral,true
2032-1WHPV,566,6,WHPV,upper_material,PV,PV,pv,PVC/Vinilo,,true
2032-2-BEPV,566,A,BEPV,color,BE,BE,3,Beige,neutral,true
2032-2-BEPV,566,A,BEPV,upper_material,PV,PV,pv,PVC/Vinilo,,true
2032-2BEPV,566,A,BEPV,color,BE,BE,3,Beige,neutral,true
2032-2BEPV,566,A,BEPV,upper_material,PV,PV,pv,PVC/Vinilo,,true
2032-2-GDPV,566,A,GDPV,color,GD,GD,15,Dorado,metallic,true
2032-2-GDPV,566,A,GDPV,upper_material,PV,PV,pv,PVC/Vinilo,,true
2032-2GDPV,566,6,GDPV,color,GD,GD,15,Dorado,metallic,true
2032-2GDPV,566,6,GDPV,upper_material,PV,PV,pv,PVC/Vinilo,,true
2032-2SLPV,566,6,SLPV,color,SL,SL,16,Plateado,metallic,true
2032-2SLPV,566,6,SLPV,upper_material,PV,PV,pv,PVC/Vinilo,,true
2032-3BEPU,566,6,BEPU,color,BE,BE,3,Beige,neutral,true
2032-3BEPU,566,6,BEPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
2032-3BKPU,566,6,BKPU,color,BK,BK,1,Negro,neutral,true
2032-3BKPU,566,6,BKPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
23040-L1CHME,568,3,CHME,upper_material,ME,ME,me,Metalico,,true
23040-L1SLME,568,3,SLME,color,SL,SL,16,Plateado,metallic,true
23040-L1SLME,568,3,SLME,upper_material,ME,ME,me,Metalico,,true
23129-BEME,567,3,BEME,color,BE,BE,3,Beige,neutral,true
23129-BEME,567,3,BEME,upper_material,ME,ME,me,Metalico,,true
23129-GDME,567,3,GDME,color,GD,GD,15,Dorado,metallic,true
23129-GDME,567,3,GDME,upper_material,ME,ME,me,Metalico,,true
23133L2BESD,580,B,BESD,color,BE,BE,3,Beige,neutral,true
23133L2BESD,580,B,BESD,upper_material,SD,SU,su,Suede,,true
23133L2CASD,580,B,CASD,color,CA,CA,6,Camel,brown,true
23133L2CASD,580,B,CASD,upper_material,SD,SU,su,Suede,,true
2319801-ABEPU,568,2,BEPU,color,BE,BE,3,Beige,neutral,true
2319801-ABEPU,568,2,BEPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
2319801-ABKPU,568,2,BKPU,color,BK,BK,1,Negro,neutral,true
2319801-ABKPU,568,2,BKPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
2319801-BBEPU,568,2,BEPU,color,BE,BE,3,Beige,neutral,true
2319801-BBEPU,568,2,BEPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
2319801-BKPU,568,2,BKPU,color,BK,BK,1,Negro,neutral,true
2319801-BKPU,568,2,BKPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
2319801-GNPU,568,2,GNPU,color,GN,GN,12,Verde,green,true
2319801-GNPU,568,2,GNPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
2319801-MVPU,568,2,MVPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
2319X805-BKPU,568,2,BKPU,color,BK,BK,1,Negro,neutral,true
2319X805-BKPU,568,2,BKPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
2319X805-CHPU,568,2,CHPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
2319X805-GDPU,568,2,GDPU,color,GD,GD,15,Dorado,metallic,true
2319X805-GDPU,568,2,GDPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
2319X805-PWPU,568,2,PWPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
2326XA8011-CHPU,568,2,CHPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
2326XA8011-NDPU,568,2,NDPU,color,ND,ND,4,Nude,neutral,true
2326XA8011-NDPU,568,2,NDPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
2326XA801-ABKPU,568,2,BKPU,color,BK,BK,1,Negro,neutral,true
2326XA801-ABKPU,568,2,BKPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
2326XA801-AGDPU,568,2,GDPU,color,GD,GD,15,Dorado,metallic,true
2326XA801-AGDPU,568,2,GDPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
2326XA801-BBKPU,568,2,BKPU,color,BK,BK,1,Negro,neutral,true
2326XA801-BBKPU,568,2,BKPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
2326XA801-BGDPU,568,2,GDPU,color,GD,GD,15,Dorado,metallic,true
2326XA801-BGDPU,568,2,GDPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
2326XA801-CBKPU,568,2,BKPU,color,BK,BK,1,Negro,neutral,true
2326XA801-CBKPU,568,2,BKPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
2338X801-BKPU,569,2,BKPU,color,BK,BK,1,Negro,neutral,true
2338X801-BKPU,569,2,BKPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
2338X801-PKPU,569,2,PKPU,color,PK,PK,13,Rosa,pink,true
2338X801-PKPU,569,2,PKPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
2338X801-TPPU,569,2,TPPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
2338X802-BKPU,569,2,BKPU,color,BK,BK,1,Negro,neutral,true
2338X802-BKPU,569,2,BKPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
2338X802-CHPU,569,2,CHPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
2338X802-DAPU,569,2,DAPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
2338X803-BEPU,569,2,BEPU,color,BE,BE,3,Beige,neutral,true
2338X803-BEPU,569,2,BEPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
2338X803-BKPU,569,2,BKPU,color,BK,BK,1,Negro,neutral,true
2338X803-BKPU,569,2,BKPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
2338X-803BNPU,569,2,BNPU,color,BN,BN,5,Cafe,brown,true
2338X-803BNPU,569,2,BNPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
2338X805-BKPU,569,2,BKPU,color,BK,BK,1,Negro,neutral,true
2338X805-BKPU,569,2,BKPU,upper_material,PU,PU,pu,PU (Polyuretano),,true
