diff_type,key_columns,key_values_json,before_row_hash,after_row_hash,changed_columns
changed,PO Number,"[""S:00235""]",33e3670128d53cff043faaad8e95d7598f9ef679cf2de40469c49347e568e8ad,70a296ffd968960b760f38dce86ea20d2ca125e2aa5a62be80ea50f44ee62a64,DateLastChanged
changed,PO Number,"[""S:0026865""]",2e15350e5499085009fbb98dd005247ccdf3389f5422d3edac4f953c638e4ece,734de6aacc3c3dbff4a6ad1d6a336fc688acba03121503977c1da51c1413a9b4,DateLastChanged
changed,PO Number,"[""S:0026866""]",9398f9313bb00ab702a420e94727f79884b662f144ce5a80541634a5c3319bc1,e361466b7945df7a6ab79f249c4dc016a935de3bcead3bc26b32ecaaf5cf3900,DateLastChanged
changed,PO Number,"[""S:0026881IN""]",4796b25d434474e060dee991520a616bd04b5e4c4bb77bd05560d4623ddd3ccd,52fe2aedc90478f62c72a96412bc9f81b329a78153aabafcdb5c0ca6ac19ff36,DateLastChanged
changed,PO Number,"[""S:0026940IN""]",10855c298702f26a6e1e8966b77076bfdf5cd1c6534ac02dcd9597ec858703e8,14f74d678f1716e48a49020ea487c73eaa103cdd608825ac9cb11124c790ef5d,DateLastChanged
changed,PO Number,"[""S:002762""]",70c15300833d621edd20e73282e1aeee1482d6ec7de1ca77aeba42da7b2851c1,3dea54f27f020b321976324f399b8fe750433e9fdc94ea0bf15976c46cafe3f9,DateLastChanged
changed,PO Number,"[""S:002818""]",7dceb52bc9133b704ac71e78d29a30740b06f7688f37120bee3ad05e27284a73,d3287d0c97945dacc9fb8b4ecde9bc4a45ae051e2666103560d062eb45638785,DateLastChanged
changed,PO Number,"[""S:0029""]",2878e41efb953904c925c97fb16458196e50e32118d9c74af7717b6324b11897,5c501c02357e7c5ee4d12fc9ee79b1080a5b350aa3cf92a7215272fe8cf58022,DateLastChanged
changed,PO Number,"[""S:00307279""]",2c14bfff04180467340a7a9ea454be06b86a8d711217d63952c59247098a1d8d,2a2460cd9c281bf6513540845f0910a9c2b233303d83d936672585c7856665ec,DateLastChanged
changed,PO Number,"[""S:00307548""]",b1acb2fb6638ff46b85f79edcfa7052c5cb84232ec9d6a7b04c45f972eee14b4,55289bca373fe6baf3ca1ead852d348fb1df0f8a587069faaf670c5572bef298,DateLastChanged
changed,PO Number,"[""S:00307550""]",f54e4f276bfe36fffef304fbdc9fce8d067436fd960775ed5d0bdbba9e46a728,9df4aedf4694d31de3b0a7d43e04924739cd1cbe7d88a2c1a59074c80212b51e,DateLastChanged
changed,PO Number,"[""S:00307552""]",a320df26820aaf3cf21bb41656501ce98fe772d90e04f1268b318a1ed18e5f76,137a68f86dec3d47dc5c15d02c5254880d9538ee6d7e99b4c3cae61c607213f2,DateLastChanged
changed,PO Number,"[""S:00307553""]",432346623f02f18310724192127d89d6952c550c8d9c3ba13be2684a3164ef1d,b062e9e0b3b5b7dc406493f7565f2ae9eeff722a138aa32d5de26c6c9a2cfbac,DateLastChanged
changed,PO Number,"[""S:00307554""]",3f19e58ed590cc1ccb708a0ed36534c34a37e5f21f811ee5d120876faf704527,ddef2b482741884586fccf064142b3ca20ffc9c8db07c7abec345ccbebc96280,DateLastChanged
