skuCode,categoryNumber,season,suffix,dimensionCode,rawCode,canonicalCode,valueCode,labelEs,colorFamilyCode,applied
365413-BKLT,568,9,BKLT,color,BK,BK,bk,Negro,neutral,false
365413-BKLT,568,9,BKLT,upper_material,LT,LT,lt,Leather (Cuero),,false
365413-CALT,568,9,CALT,color,CA,CA,ca,Camel,brown,false
365413-CALT,568,9,CALT,upper_material,LT,LT,lt,Leather (Cuero),,false
365413-WHLT,568,A,WHLT,color,WH,WH,wh,Blanco,neutral,false
365413-WHLT,568,A,WHLT,upper_material,LT,LT,lt,Leather (Cuero),,false
369001-BKLT,593,9,BKLT,color,BK,BK,bk,Negro,neutral,false
369001-BKLT,593,9,BKLT,upper_material,LT,LT,lt,Leather (Cuero),,false
369001-CALT,593,9,CALT,color,CA,CA,ca,Camel,brown,false
369001-CALT,593,9,CALT,upper_material,LT,LT,lt,Leather (Cuero),,false
369004-BKLT,591,A,BKLT,color,BK,BK,bk,Negro,neutral,false
369004-BKLT,591,A,BKLT,upper_material,LT,LT,lt,Leather (Cuero),,false
369504-CALT,556,9,CALT,color,CA,CA,ca,Camel,brown,false
369504-CALT,556,9,CALT,upper_material,LT,LT,lt,Leather (Cuero),,false
369504-WHLT,556,9,WHLT,color,WH,WH,wh,Blanco,neutral,false
369504-WHLT,556,9,WHLT,upper_material,LT,LT,lt,Leather (Cuero),,false
370101-BGPT,567,A,BGPT,color,BG,BG,bg,Burgundy/Vino,red,false
370101-BGPT,567,A,BGPT,upper_material,PT,PT,pt,Patent (Charol),,false
370101-BKPT,567,9,BKPT,color,BK,BK,bk,Negro,neutral,false
370101-BKPT,567,9,BKPT,upper_material,PT,PT,pt,Patent (Charol),,false
370101-CALT,567,9,CALT,color,CA,CA,ca,Camel,brown,false
370101-CALT,567,9,CALT,upper_material,LT,LT,lt,Leather (Cuero),,false
370201-BKLT,558,9,BKLT,color,BK,BK,bk,Negro,neutral,false
370201-BKLT,558,9,BKLT,upper_material,LT,LT,lt,Leather (Cuero),,false
370201-CGLT,558,9,CGLT,upper_material,LT,LT,lt,Leather (Cuero),,false
370201-WHLT,558,B,WHLT,color,WH,WH,wh,Blanco,neutral,false
370201-WHLT,558,B,WHLT,upper_material,LT,LT,lt,Leather (Cuero),,false
370945-BKPU,577,3,BKPU,color,BK,BK,bk,Negro,neutral,false
370945-BKPU,577,3,BKPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
370945-GDMT,577,3,GDMT,color,GD,GD,gd,Dorado,metallic,false
370945-GDMT,577,3,GDMT,upper_material,MT,ME,me,Metalico,,false
370945-TNPU,577,3,TNPU,color,TN,TN,tn,Tan,brown,false
370945-TNPU,577,3,TNPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
371102-BKLT,593,9,BKLT,color,BK,BK,bk,Negro,neutral,false
371102-BKLT,593,9,BKLT,upper_material,LT,LT,lt,Leather (Cuero),,false
371102-CGLT,593,9,CGLT,upper_material,LT,LT,lt,Leather (Cuero),,false
371103-BKLT,593,9,BKLT,color,BK,BK,bk,Negro,neutral,false
371103-BKLT,593,9,BKLT,upper_material,LT,LT,lt,Leather (Cuero),,false
372027-BKSD,577,3,BKSD,color,BK,BK,bk,Negro,neutral,false
372027-BKSD,577,3,BKSD,upper_material,SD,SU,su,Suede,,false
372027-BNSD,577,3,BNSD,color,BN,BN,bn,Cafe,brown,false
372027-BNSD,577,3,BNSD,upper_material,SD,SU,su,Suede,,false
372027-LISD,577,3,LISD,upper_material,SD,SU,su,Suede,,false
372027-TNSD,577,3,TNSD,color,TN,TN,tn,Tan,brown,false
372027-TNSD,577,3,TNSD,upper_material,SD,SU,su,Suede,,false
372033-BGSD,577,3,BGSD,color,BG,BG,bg,Burgundy/Vino,red,false
372033-BGSD,577,3,BGSD,upper_material,SD,SU,su,Suede,,false
372033-BKSD,577,3,BKSD,color,BK,BK,bk,Negro,neutral,false
372033-BKSD,577,3,BKSD,upper_material,SD,SU,su,Suede,,false
372033-BNSD,577,3,BNSD,color,BN,BN,bn,Cafe,brown,false
372033-BNSD,577,3,BNSD,upper_material,SD,SU,su,Suede,,false
372033-MSSD,577,3,MSSD,upper_material,SD,SU,su,Suede,,false
379042-BKSD,577,3,BKSD,color,BK,BK,bk,Negro,neutral,false
379042-BKSD,577,3,BKSD,upper_material,SD,SU,su,Suede,,false
379042-RDSD,577,3,RDSD,color,RD,RD,rd,Rojo,red,false
379042-RDSD,577,3,RDSD,upper_material,SD,SU,su,Suede,,false
379043-BKSD,577,3,BKSD,color,BK,BK,bk,Negro,neutral,false
379043-BKSD,577,3,BKSD,upper_material,SD,SU,su,Suede,,false
379043-BNSD,577,3,BNSD,color,BN,BN,bn,Cafe,brown,false
379043-BNSD,577,3,BNSD,upper_material,SD,SU,su,Suede,,false
379043-MSSD,577,3,MSSD,upper_material,SD,SU,su,Suede,,false
379043-MVSD,577,3,MVSD,upper_material,SD,SU,su,Suede,,false
379044-BKSD,577,3,BKSD,color,BK,BK,bk,Negro,neutral,false
379044-BKSD,577,3,BKSD,upper_material,SD,SU,su,Suede,,false
379044-BNSD,577,3,BNSD,color,BN,BN,bn,Cafe,brown,false
379044-BNSD,577,3,BNSD,upper_material,SD,SU,su,Suede,,false
379047-BKPU,567,3,BKPU,color,BK,BK,bk,Negro,neutral,false
379047-BKPU,567,3,BKPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
379047-GDMT,567,3,GDMT,color,GD,GD,gd,Dorado,metallic,false
379047-GDMT,567,3,GDMT,upper_material,MT,ME,me,Metalico,,false
379051-BKPU,577,3,BKPU,color,BK,BK,bk,Negro,neutral,false
379051-BKPU,577,3,BKPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
379051-KHPU,577,3,KHPU,color,KH,KH,kh,Khaki/Kaki,brown,false
379051-KHPU,577,3,KHPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
379051-WHPU,577,3,WHPU,color,WH,WH,wh,Blanco,neutral,false
379051-WHPU,577,3,WHPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
379066-BKPU,569,3,BKPU,color,BK,BK,bk,Negro,neutral,false
379066-BKPU,569,3,BKPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
379066-TNPU,569,3,TNPU,color,TN,TN,tn,Tan,brown,false
379066-TNPU,569,3,TNPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
379066-WHPU,569,3,WHPU,color,WH,WH,wh,Blanco,neutral,false
379066-WHPU,569,3,WHPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
4001-1-GDPU,567,A,GDPU,color,GD,GD,gd,Dorado,metallic,false
4001-1-GDPU,567,A,GDPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
4001-1GDPU,567,A,GDPU,color,GD,GD,gd,Dorado,metallic,false
4001-1GDPU,567,A,GDPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
4001-1-RSPU,567,A,RSPU,color,RS,RS,rs,Rosa Viejo,pink,false
4001-1-RSPU,567,A,RSPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
4001-1-SLPU,567,A,SLPU,color,SL,SL,sl,Plateado,metallic,false
4001-1-SLPU,567,A,SLPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
4003-1-BGSD,567,A,BGSD,color,BG,BG,bg,Burgundy/Vino,red,false
4003-1-BGSD,567,A,BGSD,upper_material,SD,SU,su,Suede,,false
4003-1BGSD,567,A,BGSD,color,BG,BG,bg,Burgundy/Vino,red,false
4003-1BGSD,567,A,BGSD,upper_material,SD,SU,su,Suede,,false
4003-1-BKSD,567,A,BKSD,color,BK,BK,bk,Negro,neutral,false
4003-1-BKSD,567,A,BKSD,upper_material,SD,SU,su,Suede,,false
4003-1BKSD,567,6,BKSD,color,BK,BK,bk,Negro,neutral,false
4003-1BKSD,567,6,BKSD,upper_material,SD,SU,su,Suede,,false
4003-1GNSD,567,6,GNSD,color,GN,GN,gn,Verde,green,false
4003-1GNSD,567,6,GNSD,upper_material,SD,SU,su,Suede,,false
4003-1NVSD,567,6,NVSD,color,NV,NV,nv,Azul Marino,blue,false
4003-1NVSD,567,6,NVSD,upper_material,SD,SU,su,Suede,,false
4003-1-RDSD,567,A,RDSD,color,RD,RD,rd,Rojo,red,false
4003-1-RDSD,567,A,RDSD,upper_material,SD,SU,su,Suede,,false
4003-1RDSD,567,6,RDSD,color,RD,RD,rd,Rojo,red,false
4003-1RDSD,567,6,RDSD,upper_material,SD,SU,su,Suede,,false
4003-2CPME,567,6,CPME,color,CP,CP,cp,Champagne,metallic,false
4003-2CPME,567,6,CPME,upper_material,ME,ME,me,Metalico,,false
4003-2GDME,567,6,GDME,color,GD,GD,gd,Dorado,metallic,false
4003-2GDME,567,6,GDME,upper_material,ME,ME,me,Metalico,,false
4003-2SLME,567,6,SLME,color,SL,SL,sl,Plateado,metallic,false
4003-2SLME,567,6,SLME,upper_material,ME,ME,me,Metalico,,false
4532-1-BEPU,568,4,BEPU,color,BE,BE,be,Beige,neutral,false
4532-1-BEPU,568,4,BEPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
4532-1-BKPU,568,4,BKPU,color,BK,BK,bk,Negro,neutral,false
4532-1-BKPU,568,4,BKPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
4532-1-WHPU,568,4,WHPU,color,WH,WH,wh,Blanco,neutral,false
4532-1-WHPU,568,4,WHPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
4532-2-BEPU,568,2,BEPU,color,BE,BE,be,Beige,neutral,false
4532-2-BEPU,568,2,BEPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
4532-2-BKPU,568,2,BKPU,color,BK,BK,bk,Negro,neutral,false
4532-2-BKPU,568,2,BKPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
4532-2-BNPU,568,2,BNPU,color,BN,BN,bn,Cafe,brown,false
4532-2-BNPU,568,2,BNPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
4532-3-BEPU,568,4,BEPU,color,BE,BE,be,Beige,neutral,false
4532-3-BEPU,568,4,BEPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
4532-3-BKPU,568,4,BKPU,color,BK,BK,bk,Negro,neutral,false
4532-3-BKPU,568,4,BKPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
4532-3-PKPU,568,2,PKPU,color,PK,PK,pk,Rosa,pink,false
4532-3-PKPU,568,2,PKPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
5019-7-BEPT,564,2,BEPT,color,BE,BE,be,Beige,neutral,false
5019-7-BEPT,564,2,BEPT,upper_material,PT,PT,pt,Patent (Charol),,false
5019-7-BKPT,564,A,BKPT,color,BK,BK,bk,Negro,neutral,false
5019-7-BKPT,564,A,BKPT,upper_material,PT,PT,pt,Patent (Charol),,false
505-1-BKPU,567,A,BKPU,color,BK,BK,bk,Negro,neutral,false
505-1-BKPU,567,A,BKPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
505-1-GDPU,567,A,GDPU,color,GD,GD,gd,Dorado,metallic,false
505-1-GDPU,567,A,GDPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
505-1-RSPU,567,A,RSPU,color,RS,RS,rs,Rosa Viejo,pink,false
505-1-RSPU,567,A,RSPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
505-20-BKPT,567,A,BKPT,color,BK,BK,bk,Negro,neutral,false
505-20-BKPT,567,A,BKPT,upper_material,PT,PT,pt,Patent (Charol),,false
505-20-NDPT,567,A,NDPT,color,ND,ND,nd,Nude,neutral,false
505-20-NDPT,567,A,NDPT,upper_material,PT,PT,pt,Patent (Charol),,false
505-20-RDPT,567,A,RDPT,color,RD,RD,rd,Rojo,red,false
505-20-RDPT,567,A,RDPT,upper_material,PT,PT,pt,Patent (Charol),,false
52310-1-BKNB,566,A,BKNB,color,BK,BK,bk,Negro,neutral,false
52310-1-BKNB,566,A,BKNB,upper_material,NB,NU,nu,Nubuck,,false
52310-1-GDPU,566,A,GDPU,color,GD,GD,gd,Dorado,metallic,false
52310-1-GDPU,566,A,GDPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
52310-1-RSPU,566,A,RSPU,color,RS,RS,rs,Rosa Viejo,pink,false
52310-1-RSPU,566,A,RSPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
52310-2-GDPU,566,A,GDPU,color,GD,GD,gd,Dorado,metallic,false
52310-2-GDPU,566,A,GDPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
52310-2-PWPU,566,A,PWPU,color,PW,PW,pw,Peltre,metallic,false
52310-2-PWPU,566,A,PWPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
52310-3-GDSP,566,A,GDSP,color,GD,GD,gd,Dorado,metallic,false
52310-3-GDSP,566,A,GDSP,upper_material,SP,SP,sp,Suede/Peluche,,false
52310-3-SLSP,566,A,SLSP,color,SL,SL,sl,Plateado,metallic,false
52310-3-SLSP,566,A,SLSP,upper_material,SP,SP,sp,Suede/Peluche,,false
52310-4-GDSP,566,A,GDSP,color,GD,GD,gd,Dorado,metallic,false
52310-4-GDSP,566,A,GDSP,upper_material,SP,SP,sp,Suede/Peluche,,false
52310-4-RSSP,566,A,RSSP,color,RS,RS,rs,Rosa Viejo,pink,false
52310-4-RSSP,566,A,RSSP,upper_material,SP,SP,sp,Suede/Peluche,,false
5506BKPT,568,8,BKPT,color,BK,BK,bk,Negro,neutral,false
5506BKPT,568,8,BKPT,upper_material,PT,PT,pt,Patent (Charol),,false
5506GDPU,568,8,GDPU,color,GD,GD,gd,Dorado,metallic,false
5506GDPU,568,8,GDPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
5506KHPT,568,8,KHPT,color,KH,KH,kh,Khaki/Kaki,brown,false
5506KHPT,568,8,KHPT,upper_material,PT,PT,pt,Patent (Charol),,false
5806BEPU,585,B,BEPU,color,BE,BE,be,Beige,neutral,false
5806BEPU,585,B,BEPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
5806BKPU,585,B,BKPU,color,BK,BK,bk,Negro,neutral,false
5806BKPU,585,B,BKPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
58661-BKSD,593,1,BKSD,color,BK,BK,bk,Negro,neutral,false
58661-BKSD,593,1,BKSD,upper_material,SD,SU,su,Suede,,false
58661-CASD,593,1,CASD,color,CA,CA,ca,Camel,brown,false
58661-CASD,593,1,CASD,upper_material,SD,SU,su,Suede,,false
59010-3BENB,567,6,BENB,color,BE,BE,be,Beige,neutral,false
59010-3BENB,567,6,BENB,upper_material,NB,NU,nu,Nubuck,,false
59010-3-BKNB,567,A,BKNB,color,BK,BK,bk,Negro,neutral,false
59010-3-BKNB,567,A,BKNB,upper_material,NB,NU,nu,Nubuck,,false
59010-3BKNB,567,6,BKNB,color,BK,BK,bk,Negro,neutral,false
59010-3BKNB,567,6,BKNB,upper_material,NB,NU,nu,Nubuck,,false
59010-3NDNB,567,6,NDNB,color,ND,ND,nd,Nude,neutral,false
59010-3NDNB,567,6,NDNB,upper_material,NB,NU,nu,Nubuck,,false
59010-4-BKNB,567,A,BKNB,color,BK,BK,bk,Negro,neutral,false
59010-4-BKNB,567,A,BKNB,upper_material,NB,NU,nu,Nubuck,,false
59010-4-CFNB,567,A,CFNB,color,CF,CF,cf,Cafe Oscuro,brown,false
59010-4-CFNB,567,A,CFNB,upper_material,NB,NU,nu,Nubuck,,false
59010-4-KHNB,567,A,KHNB,color,KH,KH,kh,Khaki/Kaki,brown,false
59010-4-KHNB,567,A,KHNB,upper_material,NB,NU,nu,Nubuck,,false
59010-5-BGPT,567,A,BGPT,color,BG,BG,bg,Burgundy/Vino,red,false
59010-5-BGPT,567,A,BGPT,upper_material,PT,PT,pt,Patent (Charol),,false
59010-5-BKPT,567,A,BKPT,color,BK,BK,bk,Negro,neutral,false
59010-5-BKPT,567,A,BKPT,upper_material,PT,PT,pt,Patent (Charol),,false
59010-5-WHPT,567,A,WHPT,color,WH,WH,wh,Blanco,neutral,false
59010-5-WHPT,567,A,WHPT,upper_material,PT,PT,pt,Patent (Charol),,false
6000-BKPU,556,9,BKPU,color,BK,BK,bk,Negro,neutral,false
6000-BKPU,556,9,BKPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
6000-CRPKPU,556,9,PKPU,color,PK,PK,pk,Rosa,pink,false
6000-CRPKPU,556,9,PKPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
6000-WHBLPU,556,9,BLPU,color,BL,BL,bl,Azul,blue,false
6000-WHBLPU,556,9,BLPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
6000-WHNDPU,556,9,NDPU,color,ND,ND,nd,Nude,neutral,false
6000-WHNDPU,556,9,NDPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
6000-WHPU,556,9,WHPU,color,WH,WH,wh,Blanco,neutral,false
6000-WHPU,556,9,WHPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
6017-130-BEPU,557,2,BEPU,color,BE,BE,be,Beige,neutral,false
6017-130-BEPU,557,2,BEPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
6017-130-BKPU,557,9,BKPU,color,BK,BK,bk,Negro,neutral,false
6017-130-BKPU,557,9,BKPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
6017-130-CAPU,557,9,CAPU,color,CA,CA,ca,Camel,brown,false
6017-130-CAPU,557,9,CAPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
6017-130-DBEPU,557,2,BEPU,color,BE,BE,be,Beige,neutral,false
6017-130-DBEPU,557,2,BEPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
6017-130-GDPU,557,9,GDPU,color,GD,GD,gd,Dorado,metallic,false
6017-130-GDPU,557,9,GDPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
627L6BETE,580,B,BETE,color,BE,BE,be,Beige,neutral,false
627L6BETE,580,B,BETE,upper_material,TE,TE,te,Tela,,false
627L6BKTE,580,B,BKTE,color,BK,BK,bk,Negro,neutral,false
627L6BKTE,580,B,BKTE,upper_material,TE,TE,te,Tela,,false
6608-BKPU,556,A,BKPU,color,BK,BK,bk,Negro,neutral,false
6608-BKPU,556,A,BKPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
6608-WHPU,556,A,WHPU,color,WH,WH,wh,Blanco,neutral,false
6608-WHPU,556,A,WHPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
6610-BKPU,556,B,BKPU,color,BK,BK,bk,Negro,neutral,false
6610-BKPU,556,B,BKPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
6610-WHPU,556,B,WHPU,color,WH,WH,wh,Blanco,neutral,false
6610-WHPU,556,B,WHPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
6681BKTX,559,8,BKTX,color,BK,BK,bk,Negro,neutral,false
6681BKTX,559,8,BKTX,upper_material,TX,TX,tx,Textil,,false
7000-BKPU,556,9,BKPU,color,BK,BK,bk,Negro,neutral,false
7000-BKPU,556,9,BKPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
7000-CRPKPU,556,9,PKPU,color,PK,PK,pk,Rosa,pink,false
7000-CRPKPU,556,9,PKPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
7000-CRPU,556,9,CRPU,color,CR,CR,cr,Crema,neutral,false
7000-CRPU,556,9,CRPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
7000-WHBKPU,556,9,BKPU,color,BK,BK,bk,Negro,neutral,false
7000-WHBKPU,556,9,BKPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
7017-190201BEPT,567,A,BEPT,color,BE,BE,be,Beige,neutral,false
7017-190201BEPT,567,A,BEPT,upper_material,PT,PT,pt,Patent (Charol),,false
7017-190201BGPT,567,A,BGPT,color,BG,BG,bg,Burgundy/Vino,red,false
7017-190201BGPT,567,A,BGPT,upper_material,PT,PT,pt,Patent (Charol),,false
7017-190201BKPT,567,A,BKPT,color,BK,BK,bk,Negro,neutral,false
7017-190201BKPT,567,A,BKPT,upper_material,PT,PT,pt,Patent (Charol),,false
7017-190202BKSP,567,A,BKSP,color,BK,BK,bk,Negro,neutral,false
7017-190202BKSP,567,A,BKSP,upper_material,SP,SP,sp,Suede/Peluche,,false
7017-190202GDSP,567,A,GDSP,color,GD,GD,gd,Dorado,metallic,false
7017-190202GDSP,567,A,GDSP,upper_material,SP,SP,sp,Suede/Peluche,,false
706-1-GDPU,567,B,GDPU,color,GD,GD,gd,Dorado,metallic,false
706-1-GDPU,567,B,GDPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
706-1-RSPU,567,B,RSPU,color,RS,RS,rs,Rosa Viejo,pink,false
706-1-RSPU,567,B,RSPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
706-2-RSPU,567,A,RSPU,color,RS,RS,rs,Rosa Viejo,pink,false
706-2-RSPU,567,A,RSPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
706-2-SLPU,567,A,SLPU,color,SL,SL,sl,Plateado,metallic,false
706-2-SLPU,567,A,SLPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
7065-12GDME,567,3,GDME,color,GD,GD,gd,Dorado,metallic,false
7065-12GDME,567,3,GDME,upper_material,ME,ME,me,Metalico,,false
7065-12SLME,567,3,SLME,color,SL,SL,sl,Plateado,metallic,false
7065-12SLME,567,3,SLME,upper_material,ME,ME,me,Metalico,,false
7137-3-BKTE,566,A,BKTE,color,BK,BK,bk,Negro,neutral,false
7137-3-BKTE,566,A,BKTE,upper_material,TE,TE,te,Tela,,false
7137-3-RDTE,566,A,RDTE,color,RD,RD,rd,Rojo,red,false
7137-3-RDTE,566,A,RDTE,upper_material,TE,TE,te,Tela,,false
7137-6-BKTE,566,A,BKTE,color,BK,BK,bk,Negro,neutral,false
7137-6-BKTE,566,A,BKTE,upper_material,TE,TE,te,Tela,,false
7137-6-GDPU,566,A,GDPU,color,GD,GD,gd,Dorado,metallic,false
7137-6-GDPU,566,A,GDPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
7460Y-BKNB,560,8,BKNB,color,BK,BK,bk,Negro,neutral,false
7460Y-BKNB,560,8,BKNB,upper_material,NB,NU,nu,Nubuck,,false
7460Y-FUNB,560,8,FUNB,color,FU,FU,fu,Fucsia,pink,false
7460Y-FUNB,560,8,FUNB,upper_material,NB,NU,nu,Nubuck,,false
7460Y-LPNB,560,8,LPNB,color,LP,LP,lp,Rosa Claro,pink,false
7460Y-LPNB,560,8,LPNB,upper_material,NB,NU,nu,Nubuck,,false
7460Y-NDNB,560,8,NDNB,color,ND,ND,nd,Nude,neutral,false
7460Y-NDNB,560,8,NDNB,upper_material,NB,NU,nu,Nubuck,,false
7460Y-TNNB,560,8,TNNB,color,TN,TN,tn,Tan,brown,false
7460Y-TNNB,560,8,TNNB,upper_material,NB,NU,nu,Nubuck,,false
7539-1-BEPT,568,4,BEPT,color,BE,BE,be,Beige,neutral,false
7539-1-BEPT,568,4,BEPT,upper_material,PT,PT,pt,Patent (Charol),,false
7539-1-BKPT,568,2,BKPT,color,BK,BK,bk,Negro,neutral,false
7539-1-BKPT,568,2,BKPT,upper_material,PT,PT,pt,Patent (Charol),,false
7539-1-GDMT,568,2,GDMT,color,GD,GD,gd,Dorado,metallic,false
7539-1-GDMT,568,2,GDMT,upper_material,MT,ME,me,Metalico,,false
7539-1-SLMT,568,2,SLMT,color,SL,SL,sl,Plateado,metallic,false
7539-1-SLMT,568,2,SLMT,upper_material,MT,ME,me,Metalico,,false
7551BLKPU,556,8,LKPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
7558BETX,556,8,BETX,color,BE,BE,be,Beige,neutral,false
7558BETX,556,8,BETX,upper_material,TX,TX,tx,Textil,,false
7558BLTX,556,8,BLTX,color,BL,BL,bl,Azul,blue,false
7558BLTX,556,8,BLTX,upper_material,TX,TX,tx,Textil,,false
7559BKTX,556,8,BKTX,color,BK,BK,bk,Negro,neutral,false
7559BKTX,556,8,BKTX,upper_material,TX,TX,tx,Textil,,false
7559BLTX,556,8,BLTX,color,BL,BL,bl,Azul,blue,false
7559BLTX,556,8,BLTX,upper_material,TX,TX,tx,Textil,,false
7559PRTX,556,8,PRTX,upper_material,TX,TX,tx,Textil,,false
7559WHTX,556,8,WHTX,color,WH,WH,wh,Blanco,neutral,false
7559WHTX,556,8,WHTX,upper_material,TX,TX,tx,Textil,,false
7560BKTX,556,8,BKTX,color,BK,BK,bk,Negro,neutral,false
7560BKTX,556,8,BKTX,upper_material,TX,TX,tx,Textil,,false
7560WHTX,556,8,WHTX,color,WH,WH,wh,Blanco,neutral,false
7560WHTX,556,8,WHTX,upper_material,TX,TX,tx,Textil,,false
7572KHPU,556,8,KHPU,color,KH,KH,kh,Khaki/Kaki,brown,false
7572KHPU,556,8,KHPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
7572PKPU,556,8,PKPU,color,PK,PK,pk,Rosa,pink,false
7572PKPU,556,8,PKPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
7572WHPU,556,8,WHPU,color,WH,WH,wh,Blanco,neutral,false
7572WHPU,556,8,WHPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
7585BEPU,556,8,BEPU,color,BE,BE,be,Beige,neutral,false
7585BEPU,556,8,BEPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
7593WHPU,556,8,WHPU,color,WH,WH,wh,Blanco,neutral,false
7593WHPU,556,8,WHPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
77716BENB,556,8,BENB,color,BE,BE,be,Beige,neutral,false
77716BENB,556,8,BENB,upper_material,NB,NU,nu,Nubuck,,false
77716BKNB,556,8,BKNB,color,BK,BK,bk,Negro,neutral,false
77716BKNB,556,8,BKNB,upper_material,NB,NU,nu,Nubuck,,false
77716KHNB,556,8,KHNB,color,KH,KH,kh,Khaki/Kaki,brown,false
77716KHNB,556,8,KHNB,upper_material,NB,NU,nu,Nubuck,,false
77716PKNB,556,8,PKNB,color,PK,PK,pk,Rosa,pink,false
77716PKNB,556,8,PKNB,upper_material,NB,NU,nu,Nubuck,,false
77716WHNB,556,8,WHNB,color,WH,WH,wh,Blanco,neutral,false
77716WHNB,556,8,WHNB,upper_material,NB,NU,nu,Nubuck,,false
7771BEPU,556,7,BEPU,color,BE,BE,be,Beige,neutral,false
7771BEPU,556,7,BEPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
7771BKPU,556,7,BKPU,color,BK,BK,bk,Negro,neutral,false
7771BKPU,556,7,BKPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
7771WHPU,556,7,WHPU,color,WH,WH,wh,Blanco,neutral,false
7771WHPU,556,7,WHPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
7772BKPU,556,7,BKPU,color,BK,BK,bk,Negro,neutral,false
7772BKPU,556,7,BKPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
7772WHPU,556,7,WHPU,color,WH,WH,wh,Blanco,neutral,false
7772WHPU,556,7,WHPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
7779BKPU,576,7,BKPU,color,BK,BK,bk,Negro,neutral,false
7779BKPU,576,7,BKPU,upper_material,PU,PU,pu,PU (Polyuretano),,false
789-1A-BENB,567,3,BENB,color,BE,BE,be,Beige,neutral,false
789-1A-BENB,567,3,BENB,upper_material,NB,NU,nu,Nubuck,,false
789-1A-BEPT,567,A,BEPT,color,BE,BE,be,Beige,neutral,false
789-1A-BEPT,567,A,BEPT,upper_material,PT,PT,pt,Patent (Charol),,false
789-1A-BGPT,567,A,BGPT,color,BG,BG,bg,Burgundy/Vino,red,false
789-1A-BGPT,567,A,BGPT,upper_material,PT,PT,pt,Patent (Charol),,false
789-1A-BKNB,567,2,BKNB,color,BK,BK,bk,Negro,neutral,false
