sku_code,dimension_code,value_code,value_label_es,assigned_by,assigned_at
BSHX8950CMLPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
BSHX8950GDPU,color,gd,Dorado,script:sku-suffix-attributes,2026-05-07 05:44:06.334
BSHX8950GDPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
BSHX8950GDPU,color_family,metallic,Metalicos,seed:derived:color_family,2026-05-07 05:44:06.334
BSHX8950OLPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
BSHX8950WHPU,color,wh,Blanco,script:sku-suffix-attributes,2026-05-07 05:44:06.334
BSHX8950WHPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
BSHX8950WHPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
BUBBA-BKPT,color,bk,Negro,script:sku-suffix-attributes,2026-05-07 05:44:06.334
BUBBA-BKPT,upper_material,pt,Patent (Charol),script:sku-suffix-attributes,2026-05-07 05:44:06.334
BUBBA-BKPT,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
BUNGEES-BKPU,color,bk,Negro,script:sku-suffix-attributes,2026-05-07 05:44:06.334
BUNGEES-BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
BUNGEES-BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
BUNGEES-TNSD,color,tn,Tan,script:sku-suffix-attributes,2026-05-07 05:44:06.334
BUNGEES-TNSD,upper_material,su,Suede,script:sku-suffix-attributes,2026-05-07 05:44:06.334
BUNGEES-TNSD,color_family,brown,Marrones,seed:derived:color_family,2026-05-07 05:44:06.334
BURTON-7-BKNB,color,bk,Negro,script:sku-suffix-attributes,2026-05-07 05:44:06.334
BURTON-7-BKNB,upper_material,nu,Nubuck,script:sku-suffix-attributes,2026-05-07 05:44:06.334
BURTON-7-BKNB,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
BURTON-7-CPGL,color,cp,Champagne,script:sku-suffix-attributes,2026-05-07 05:44:06.334
BURTON-7-CPGL,upper_material,gl,Gliter,script:sku-suffix-attributes,2026-05-07 05:44:06.334
BURTON-7-CPGL,color_family,metallic,Metalicos,seed:derived:color_family,2026-05-07 05:44:06.334
BURTON-7-SLGL,color,sl,Plateado,script:sku-suffix-attributes,2026-05-07 05:44:06.334
BURTON-7-SLGL,upper_material,gl,Gliter,script:sku-suffix-attributes,2026-05-07 05:44:06.334
BURTON-7-SLGL,color_family,metallic,Metalicos,seed:derived:color_family,2026-05-07 05:44:06.334
BUTLER-BKTE,color,bk,Negro,script:sku-suffix-attributes,2026-05-07 05:44:06.334
BUTLER-BKTE,upper_material,te,Tela,script:sku-suffix-attributes,2026-05-07 05:44:06.334
BUTLER-BKTE,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
BUTLER-WHTE,color,wh,Blanco,script:sku-suffix-attributes,2026-05-07 05:44:06.334
BUTLER-WHTE,upper_material,te,Tela,script:sku-suffix-attributes,2026-05-07 05:44:06.334
BUTLER-WHTE,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
BYJ7591BKPU,color,bk,Negro,script:sku-suffix-attributes,2026-05-07 05:44:06.334
BYJ7591BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
BYJ7591BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
BYJ7591FUPU,color,fu,Fucsia,script:sku-suffix-attributes,2026-05-07 05:44:06.334
BYJ7591FUPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
BYJ7591FUPU,color_family,pink,Rosas,seed:derived:color_family,2026-05-07 05:44:06.334
BYJ7591GNPU,color,gn,Verde,script:sku-suffix-attributes,2026-05-07 05:44:06.334
BYJ7591GNPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
BYJ7591GNPU,color_family,green,Verdes,seed:derived:color_family,2026-05-07 05:44:06.334
BYJ8615BKPU,color,bk,Negro,script:sku-suffix-attributes,2026-05-07 05:44:06.334
BYJ8615BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
BYJ8615BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
BYJ8615WHPU,color,wh,Blanco,script:sku-suffix-attributes,2026-05-07 05:44:06.334
BYJ8615WHPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
BYJ8615WHPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
BYX7695BKPU,color,bk,Negro,script:sku-suffix-attributes,2026-05-07 05:44:06.334
BYX7695BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
BYX7695BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
BYX7695SLME,color,sl,Plateado,script:sku-suffix-attributes,2026-05-07 05:44:06.334
BYX7695SLME,upper_material,me,Metalico,script:sku-suffix-attributes,2026-05-07 05:44:06.334
BYX7695SLME,color_family,metallic,Metalicos,seed:derived:color_family,2026-05-07 05:44:06.334
C22BKGT,color,bk,Negro,script:sku-suffix-attributes,2026-05-07 05:44:06.334
C22BKGT,upper_material,gl,Gliter,script:sku-suffix-attributes,2026-05-07 05:44:06.334
C22BKGT,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
C22CPGT,color,cp,Champagne,script:sku-suffix-attributes,2026-05-07 05:44:06.334
C22CPGT,upper_material,gl,Gliter,script:sku-suffix-attributes,2026-05-07 05:44:06.334
C22CPGT,color_family,metallic,Metalicos,seed:derived:color_family,2026-05-07 05:44:06.334
C22GDGT,color,gd,Dorado,script:sku-suffix-attributes,2026-05-07 05:44:06.334
C22GDGT,upper_material,gl,Gliter,script:sku-suffix-attributes,2026-05-07 05:44:06.334
C22GDGT,color_family,metallic,Metalicos,seed:derived:color_family,2026-05-07 05:44:06.334
C-36-BKPU,color,bk,Negro,script:sku-suffix-attributes,2026-05-07 05:44:06.334
C-36-BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
C-36-BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
C-36-WHPU,color,wh,Blanco,script:sku-suffix-attributes,2026-05-07 05:44:06.334
C-36-WHPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
C-36-WHPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
C37BKTE,color,bk,Negro,script:sku-suffix-attributes,2026-05-07 05:44:06.334
C37BKTE,upper_material,te,Tela,script:sku-suffix-attributes,2026-05-07 05:44:06.334
C37BKTE,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
C37WHTE,color,wh,Blanco,script:sku-suffix-attributes,2026-05-07 05:44:06.334
C37WHTE,upper_material,te,Tela,script:sku-suffix-attributes,2026-05-07 05:44:06.334
C37WHTE,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
C38BEPT,color,be,Beige,script:sku-suffix-attributes,2026-05-07 05:44:06.334
C38BEPT,upper_material,pt,Patent (Charol),script:sku-suffix-attributes,2026-05-07 05:44:06.334
C38BEPT,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
C38BKPT,color,bk,Negro,script:sku-suffix-attributes,2026-05-07 05:44:06.334
C38BKPT,upper_material,pt,Patent (Charol),script:sku-suffix-attributes,2026-05-07 05:44:06.334
C38BKPT,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
C39BEPT,color,be,Beige,script:sku-suffix-attributes,2026-05-07 05:44:06.334
C39BEPT,upper_material,pt,Patent (Charol),script:sku-suffix-attributes,2026-05-07 05:44:06.334
C39BEPT,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
C39BKPT,color,bk,Negro,script:sku-suffix-attributes,2026-05-07 05:44:06.334
C39BKPT,upper_material,pt,Patent (Charol),script:sku-suffix-attributes,2026-05-07 05:44:06.334
C39BKPT,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
C39WHPT,color,wh,Blanco,script:sku-suffix-attributes,2026-05-07 05:44:06.334
C39WHPT,upper_material,pt,Patent (Charol),script:sku-suffix-attributes,2026-05-07 05:44:06.334
C39WHPT,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
CAKE-SLIPSNBPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CAKE-SLPPU,color,lp,Rosa Claro,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CAKE-SLPPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CAKE-SLPPU,color_family,pink,Rosas,seed:derived:color_family,2026-05-07 05:44:06.334
CARINRSGD,color,rs,Rosa Viejo,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CARINRSGD,color_family,pink,Rosas,seed:derived:color_family,2026-05-07 05:44:06.334
CATTLE-73BKPU,color,bk,Negro,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CATTLE-73BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CATTLE-73BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
CATTLE-73WHPU,color,wh,Blanco,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CATTLE-73WHPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CATTLE-73WHPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
CB-009-CAPU,color,ca,Camel,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB-009-CAPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB-009-CAPU,color_family,brown,Marrones,seed:derived:color_family,2026-05-07 05:44:06.334
CB-009-CFPU,color,cf,Cafe Oscuro,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB-009-CFPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB-009-CFPU,color_family,brown,Marrones,seed:derived:color_family,2026-05-07 05:44:06.334
CB-010-BGPU,color,bg,Burgundy/Vino,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB-010-BGPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB-010-BGPU,color_family,red,Rojos,seed:derived:color_family,2026-05-07 05:44:06.334
CB-010-NVPU,color,nv,Azul Marino,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB-010-NVPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB-010-NVPU,color_family,blue,Azules,seed:derived:color_family,2026-05-07 05:44:06.334
CB-010-PKPU,color,pk,Rosa,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB-010-PKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB-010-PKPU,color_family,pink,Rosas,seed:derived:color_family,2026-05-07 05:44:06.334
CB-01-BKGL,color,bk,Negro,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB-01-BKGL,upper_material,gl,Gliter,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB-01-BKGL,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
CB-01-BLGL,color,bl,Azul,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB-01-BLGL,upper_material,gl,Gliter,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB-01-BLGL,color_family,blue,Azules,seed:derived:color_family,2026-05-07 05:44:06.334
CB-01-CHGL,upper_material,gl,Gliter,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB-01-GDGL,color,gd,Dorado,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB-01-GDGL,upper_material,gl,Gliter,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB-01-GDGL,color_family,metallic,Metalicos,seed:derived:color_family,2026-05-07 05:44:06.334
CB-01-PWGL,color,pw,Peltre,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB-01-PWGL,upper_material,gl,Gliter,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB-01-PWGL,color_family,metallic,Metalicos,seed:derived:color_family,2026-05-07 05:44:06.334
CB-01-SLGL,color,sl,Plateado,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB-01-SLGL,upper_material,gl,Gliter,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB-01-SLGL,color_family,metallic,Metalicos,seed:derived:color_family,2026-05-07 05:44:06.334
CB-090-BNPU,color,bn,Cafe,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB-090-BNPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB-090-BNPU,color_family,brown,Marrones,seed:derived:color_family,2026-05-07 05:44:06.334
CB230220-2BEPU,color,be,Beige,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB230220-2BEPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB230220-2BEPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
CB230220-2TSPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB230310-2BEPU,color,be,Beige,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB230310-2BEPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB230310-2BEPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
CB230310-2BKPU,color,bk,Negro,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB230310-2BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB230310-2BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
CB230310-2WHPU,color,wh,Blanco,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB230310-2WHPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB230310-2WHPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
CB230414-2-BKMI,color,bk,Negro,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB230414-2-BKMI,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
CB230414-2-RGMI,color,rg,Rose Gold,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB230414-2-RGMI,color_family,metallic,Metalicos,seed:derived:color_family,2026-05-07 05:44:06.334
CB230414-2-SLMI,color,sl,Plateado,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB230414-2-SLMI,color_family,metallic,Metalicos,seed:derived:color_family,2026-05-07 05:44:06.334
CB230427-5-BKMI,color,bk,Negro,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB230427-5-BKMI,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
CB230427-5-GDMI,color,gd,Dorado,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB230427-5-GDMI,color_family,metallic,Metalicos,seed:derived:color_family,2026-05-07 05:44:06.334
CB230427-5-RSMI,color,rs,Rosa Viejo,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB230427-5-RSMI,color_family,pink,Rosas,seed:derived:color_family,2026-05-07 05:44:06.334
CB230427-5-SLMI,color,sl,Plateado,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB230427-5-SLMI,color_family,metallic,Metalicos,seed:derived:color_family,2026-05-07 05:44:06.334
CB240809-4BKPU,color,bk,Negro,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB240809-4BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB240809-4BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
CB240809-4TNPU,color,tn,Tan,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB240809-4TNPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB240809-4TNPU,color_family,brown,Marrones,seed:derived:color_family,2026-05-07 05:44:06.334
CB240809-4WHPU,color,wh,Blanco,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB240809-4WHPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB240809-4WHPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
CB241031-1BKCC,color,bk,Negro,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB241031-1BKCC,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
CB241031-1BKPU,color,bk,Negro,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB241031-1BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB241031-1BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
CB241031-1BNCC,color,bn,Cafe,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB241031-1BNCC,color_family,brown,Marrones,seed:derived:color_family,2026-05-07 05:44:06.334
CB241031-1BNPU,color,bn,Cafe,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB241031-1BNPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB241031-1BNPU,color_family,brown,Marrones,seed:derived:color_family,2026-05-07 05:44:06.334
CB241031-1CAPU,color,ca,Camel,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB241031-1CAPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB241031-1CAPU,color_family,brown,Marrones,seed:derived:color_family,2026-05-07 05:44:06.334
CB241031-1GDPU,color,gd,Dorado,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB241031-1GDPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB241031-1GDPU,color_family,metallic,Metalicos,seed:derived:color_family,2026-05-07 05:44:06.334
CB241031-1NDPU,color,nd,Nude,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB241031-1NDPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB241031-1NDPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
CB241031-1WHCC,color,wh,Blanco,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB241031-1WHCC,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
CB241031-1WHPU,color,wh,Blanco,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB241031-1WHPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB241031-1WHPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
CB241031-2BEPU,color,be,Beige,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB241031-2BEPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB241031-2BEPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
CB24820-BENB,color,be,Beige,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB24820-BENB,upper_material,nu,Nubuck,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB24820-BENB,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
CB24820-BKNB,color,bk,Negro,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB24820-BKNB,upper_material,nu,Nubuck,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB24820-BKNB,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
CB24820-WHNB,color,wh,Blanco,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB24820-WHNB,upper_material,nu,Nubuck,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB24820-WHNB,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
CB250120-14BKPU,color,bk,Negro,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB250120-14BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB250120-14BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
CB250120-14CAPU,color,ca,Camel,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB250120-14CAPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB250120-14CAPU,color_family,brown,Marrones,seed:derived:color_family,2026-05-07 05:44:06.334
CB250120-14NDPU,color,nd,Nude,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB250120-14NDPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB250120-14NDPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
CB250120-14WHPU,color,wh,Blanco,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB250120-14WHPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB250120-14WHPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
CB2510274-BKPU,color,bk,Negro,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB2510274-BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB2510274-BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
CB2510274-GDME,color,gd,Dorado,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB2510274-GDME,upper_material,me,Metalico,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB2510274-GDME,color_family,metallic,Metalicos,seed:derived:color_family,2026-05-07 05:44:06.334
CB2510274-LBEPU,color,be,Beige,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB2510274-LBEPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB2510274-LBEPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
CB41114-2BEPU,color,be,Beige,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB41114-2BEPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB41114-2BEPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
CB41114-2BKPU,color,bk,Negro,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB41114-2BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB41114-2BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
CB41114-2CAPU,color,ca,Camel,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB41114-2CAPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB41114-2CAPU,color_family,brown,Marrones,seed:derived:color_family,2026-05-07 05:44:06.334
CB41206-3BEPU,color,be,Beige,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB41206-3BEPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB41206-3BEPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
CB41206-3CAPU,color,ca,Camel,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB41206-3CAPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB41206-3CAPU,color_family,brown,Marrones,seed:derived:color_family,2026-05-07 05:44:06.334
CB41227-21BKPU,color,bk,Negro,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB41227-21BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB41227-21BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
CB41227-21CAPU,color,ca,Camel,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB41227-21CAPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB41227-21CAPU,color_family,brown,Marrones,seed:derived:color_family,2026-05-07 05:44:06.334
CB41227-21WHPU,color,wh,Blanco,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB41227-21WHPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB41227-21WHPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
CB50102-17BKPU,color,bk,Negro,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB50102-17BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB50102-17BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
CB50102-17CAPU,color,ca,Camel,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB50102-17CAPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB50102-17CAPU,color_family,brown,Marrones,seed:derived:color_family,2026-05-07 05:44:06.334
CB50102-17NDPU,color,nd,Nude,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB50102-17NDPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB50102-17NDPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
CB50102-7BKPU,color,bk,Negro,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB50102-7BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB50102-7BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
CB50102-7CAPU,color,ca,Camel,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB50102-7CAPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB50102-7CAPU,color_family,brown,Marrones,seed:derived:color_family,2026-05-07 05:44:06.334
CB50102-7WHPU,color,wh,Blanco,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB50102-7WHPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB50102-7WHPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
CB50106-11BEPU,color,be,Beige,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB50106-11BEPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB50106-11BEPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
CB50106-11BKPU,color,bk,Negro,script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB50106-11BKPU,upper_material,pu,PU (Polyuretano),script:sku-suffix-attributes,2026-05-07 05:44:06.334
CB50106-11BKPU,color_family,neutral,Neutros,seed:derived:color_family,2026-05-07 05:44:06.334
CB5116-7BKPU,color,bk,Negro,script:sku-suffix-attributes,2026-05-07 05:44:06.334
